,keypoints
505,"[[124.16955815 146.65216132]
 [130.08038392 137.14492887]
 [118.62730281 139.37816477]
 [147.38758289 145.71619253]
 [115.72595007 141.22290455]
 [162.92331057 182.23136642]
 [116.16305303 184.41922973]
 [200.22703195 235.02805923]
 [ 93.41377662 120.63915454]
 [158.74937735 274.96619613]
 [ 92.32879122  64.87697609]
 [142.9139185  298.90030796]
 [ 91.31976111 283.80735912]
 [142.07818662 382.58982297]
 [ 96.75774283 364.78150635]
 [147.63155848 453.52707145]
 [104.29443343 440.18218327]]"
506,"[[124.71503128 147.14164546]
 [130.02089929 137.35910152]
 [118.88859448 139.65390833]
 [147.55910801 145.54403466]
 [115.50118144 141.54027681]
 [163.0196813  182.17520673]
 [115.55060249 184.64781834]
 [200.18968558 234.91550928]
 [ 93.48601277 121.52457275]
 [159.21450176 274.80658456]
 [ 92.94480991  64.80712473]
 [142.70512945 298.90281126]
 [ 91.56439894 283.72911571]
 [141.93626024 382.72153199]
 [ 96.71744524 364.99556234]
 [147.59219792 453.60126689]
 [104.20369859 440.09013343]]"
507,"[[124.77764574 147.0692335 ]
 [130.2750166  137.25593279]
 [118.86455126 139.56506764]
 [147.8135214  145.54280771]
 [115.57642548 141.56664798]
 [163.30044544 182.28576118]
 [115.74326152 184.62056881]
 [200.03082817 234.90302843]
 [ 93.57760494 121.72859767]
 [159.22018866 274.85971976]
 [ 92.77724307  64.87865663]
 [142.79204748 298.87800053]
 [ 91.4924211  283.7377469 ]
 [141.9397102  382.66942508]
 [ 96.80592133 364.95943458]
 [147.8034738  453.60227905]
 [104.23143977 440.13901874]]"
508,"[[124.75674197 147.32859191]
 [130.30180082 137.21882443]
 [118.98187934 139.72990541]
 [147.50275184 145.18879579]
 [115.52750987 141.9512856 ]
 [162.82252813 182.01641973]
 [115.13036582 184.84676117]
 [195.50310139 220.48131555]
 [ 93.36800252 121.36185786]
 [161.6902593  274.8330705 ]
 [ 93.06293694  65.3201628 ]
 [142.864127   298.98724568]
 [ 91.69097157 283.7346809 ]
 [142.02857785 382.76067223]
 [ 97.01615301 365.23793217]
 [147.71248615 453.75957079]
 [104.29122254 440.28624168]]"
509,"[[124.79260792 147.34035635]
 [130.22577674 137.14662622]
 [118.95943607 139.75800207]
 [147.46920097 145.15720596]
 [115.53631887 142.11121721]
 [162.63777062 182.06522596]
 [115.0260977  184.84637277]
 [200.47437506 234.72139602]
 [ 93.42188835 121.49320731]
 [158.71577479 274.87924399]
 [ 93.037324    65.30404125]
 [142.96544115 298.90118082]
 [ 91.76409527 283.68603387]
 [142.03333717 382.66287723]
 [ 97.19685328 364.94927451]
 [147.54150237 453.75747441]
 [104.27514884 440.2789776 ]]"
510,"[[124.8865509  147.76834893]
 [130.66279674 137.13626474]
 [119.13601419 139.85306971]
 [147.67103583 145.05377784]
 [115.29771812 141.25648508]
 [163.51051363 182.18014747]
 [115.17123497 184.93622828]
 [195.56081432 220.54694773]
 [ 93.44570968 120.62938561]
 [162.11366839 274.94868096]
 [ 93.03365696  66.17170197]
 [143.30286236 299.21441246]
 [ 91.78835077 283.58931349]
 [142.10181422 382.55085292]
 [ 97.15487949 365.16842289]
 [147.48015194 453.25220942]
 [104.25519927 440.0194315 ]]"
511,"[[125.03287663 147.65356055]
 [130.81963171 137.0346719 ]
 [119.13942567 139.80217465]
 [147.93797061 144.92225409]
 [115.52082566 141.05164082]
 [163.71254428 182.20571852]
 [115.36650997 184.93713134]
 [195.41902534 220.58622383]
 [ 93.56338194 120.42653822]
 [162.04417188 274.95985801]
 [ 92.99885993  66.39845754]
 [143.26237654 299.16881222]
 [ 91.77128097 283.37296555]
 [142.04353316 382.38387528]
 [ 97.03800961 364.68156694]
 [147.48150801 453.26461204]
 [104.16494256 440.24831536]]"
512,"[[125.2055531  148.46814508]
 [131.18112499 137.03320993]
 [119.06702947 140.18820803]
 [147.93079522 144.71055525]
 [115.66959425 141.1581123 ]
 [164.17096954 182.31464801]
 [115.33064333 184.89518724]
 [195.35604129 220.21420567]
 [ 92.18401181 120.48113472]
 [161.83055344 275.19613495]
 [ 90.63474675  67.33998534]
 [143.54365729 299.53839432]
 [ 92.13641862 283.36446336]
 [141.95947017 382.5974317 ]
 [ 97.3000937  365.45868629]
 [147.35835649 453.54154506]
 [104.40570726 440.17194686]]"
513,"[[125.21870581 148.47137303]
 [131.19353302 137.00086012]
 [119.06368256 140.17787091]
 [147.91946161 144.6649104 ]
 [115.69827451 141.12496545]
 [164.12706674 182.38557776]
 [115.30696626 184.78302431]
 [195.19083767 220.25787354]
 [ 92.12923705 120.3488081 ]
 [161.71861325 275.21320519]
 [ 90.55387267  67.24415429]
 [143.51938668 299.44250563]
 [ 92.14998213 283.10196209]
 [141.99057199 382.50329011]
 [ 97.21540968 365.30608344]
 [147.2998295  453.51105592]
 [104.38083212 440.07608166]]"
514,"[[126.06380107 150.11678407]
 [132.12084334 137.98403664]
 [119.75812797 141.52297531]
 [148.52065135 144.95198291]
 [115.51637548 142.10976243]
 [162.29067002 185.98254428]
 [107.71437289 177.63118084]
 [200.21636058 234.78638865]
 [ 90.96821033 122.22140034]
 [159.46686937 275.70454031]
 [ 88.57665902  67.90611959]
 [143.79273019 299.51583575]
 [ 96.05036833 282.11449848]
 [141.98234211 382.42084982]
 [ 96.00238802 366.6852561 ]
 [147.35216141 453.38899986]
 [104.93520769 441.96555509]]"
515,"[[125.99033388 150.18534775]
 [131.93690332 137.97257312]
 [119.73029165 141.61268294]
 [148.31651857 144.95013562]
 [115.47648972 142.25902891]
 [162.25205001 185.99718395]
 [107.77673317 177.80632716]
 [200.21831157 235.06798311]
 [ 90.78043154 119.53402183]
 [159.38644181 275.67885295]
 [ 88.38777009  67.68885213]
 [143.74604928 299.52617424]
 [ 96.07633987 282.0771177 ]
 [141.99131941 382.55318467]
 [ 96.22844025 366.8467708 ]
 [147.49092773 453.53704968]
 [104.95027979 442.08012937]]"
516,"[[126.26195516 151.09333552]
 [130.51462101 138.12303914]
 [115.78078843 139.21151334]
 [147.70139298 144.8666818 ]
 [114.34811807 142.16790528]
 [162.04489732 185.78647531]
 [108.24889506 177.8411765 ]
 [194.95293625 219.91978176]
 [ 86.81852316 117.50645931]
 [162.51212128 275.28189651]
 [ 86.96511269  65.79990889]
 [144.22196202 299.34332311]
 [ 96.3966425  282.09751059]
 [142.08500272 382.54185666]
 [ 96.11767409 365.70844252]
 [147.52402176 453.25391672]
 [104.67410459 440.37123845]]"
517,"[[126.38839657 151.17917942]
 [130.55409561 137.96762831]
 [115.99120246 139.08790986]
 [147.9622419  144.75111319]
 [114.39057858 142.04624654]
 [162.40800704 185.79384319]
 [108.35629851 178.27005635]
 [194.83558687 220.12234093]
 [ 86.58534672 117.46138333]
 [162.52289295 275.21125086]
 [ 87.15202315  65.79480827]
 [144.2592342  299.3966062 ]
 [ 96.40557103 282.25446815]
 [142.06220085 382.54723383]
 [ 96.16866504 366.08055332]
 [147.40433257 453.12677513]
 [104.64258372 440.16724647]]"
518,"[[126.18888366 150.87351945]
 [129.61405851 138.73730391]
 [120.88117664 142.05225262]
 [145.9763539  144.4348581 ]
 [113.84464792 143.0101895 ]
 [163.37342076 186.22064587]
 [108.29537812 178.33970768]
 [200.48288798 234.77138802]
 [ 84.90416923 117.89314871]
 [161.01064988 275.73859124]
 [ 90.75446549  69.54947208]
 [144.44103087 299.52784036]
 [ 96.31006932 282.2609858 ]
 [142.15237238 383.35569597]
 [ 96.14304969 368.15668254]
 [147.50533896 452.92658477]
 [104.70725496 441.48149752]]"
519,"[[126.08556836 150.96479268]
 [129.82128677 138.69207182]
 [120.86626873 142.05576226]
 [146.11905587 144.47724892]
 [113.71754393 143.17824724]
 [163.37873928 186.41607117]
 [108.34432877 178.35983569]
 [200.36713236 234.74979976]
 [ 84.78939735 117.94422631]
 [161.00594947 275.72999745]
 [ 90.63277309  69.84234104]
 [144.53398737 299.46944636]
 [ 96.35180267 282.18262025]
 [142.23943605 382.83283029]
 [ 96.18985425 367.50080056]
 [147.44869289 452.72478386]
 [104.75888479 441.54696638]]"
520,"[[126.49134709 150.83919919]
 [128.27202651 139.66412004]
 [121.25400285 141.76543264]
 [147.5560352  145.40147111]
 [113.19063165 144.85907993]
 [163.65842625 186.12767358]
 [108.10110335 177.919868  ]
 [200.65699884 234.91099948]
 [ 83.11328419 120.73165334]
 [160.9484179  275.6654066 ]
 [ 88.14904294  72.23938684]
 [144.26242449 299.83637145]
 [ 93.34239232 284.87431367]
 [142.09407621 383.08994479]
 [ 98.04093458 365.69762094]
 [148.09703617 452.83578572]
 [104.32869875 442.5235192 ]]"
521,"[[126.56467276 150.84833817]
 [128.37451127 139.5702422 ]
 [121.3205921  141.86570795]
 [147.55624609 145.3317491 ]
 [113.10560175 144.90126283]
 [171.61713552 187.28974929]
 [108.13744674 178.00282638]
 [198.73118352 232.63488504]
 [ 83.00930597 120.69311148]
 [161.06583031 275.63158864]
 [ 88.11059192  72.24000443]
 [144.32342731 299.7323923 ]
 [ 93.3101254  284.54555714]
 [142.22918373 382.95056116]
 [ 98.22710037 365.42006483]
 [147.82826238 452.79530188]
 [104.25148208 442.60426694]]"
522,"[[118.60706127 149.16207823]
 [127.96295514 139.20715545]
 [121.13189414 141.25945604]
 [146.75361649 143.37203215]
 [112.63277968 145.11478083]
 [164.83176757 187.72842827]
 [114.57638973 182.76949211]
 [200.67580393 234.54082861]
 [ 79.36233844 133.61192266]
 [160.58038489 275.24574671]
 [ 89.51584016  79.400932  ]
 [144.2969062  299.48523613]
 [ 93.17913007 284.35294806]
 [141.96114225 382.56345042]
 [ 95.74089782 366.00425533]
 [147.84960787 453.07907988]
 [105.10539459 440.26617183]]"
523,"[[118.70329736 149.15297767]
 [127.99629854 139.21158839]
 [121.12295256 141.22507298]
 [146.67857065 143.41708857]
 [112.73598918 145.03796886]
 [164.76799454 187.81665127]
 [114.76909066 182.9364725 ]
 [200.82774219 234.55393803]
 [ 79.34043375 133.73433212]
 [160.73131172 275.34863958]
 [ 89.67418372  79.18880633]
 [144.32486445 299.39388605]
 [ 93.05144455 284.28906709]
 [141.961946   382.80163367]
 [ 95.69962748 365.86261268]
 [147.85817849 453.05846946]
 [104.95414467 440.05197877]]"
524,"[[119.28227877 148.58406708]
 [127.78177536 139.18019859]
 [121.35168775 141.34775762]
 [147.13580471 143.59232959]
 [113.74664461 143.96587732]
 [164.41869633 186.59036556]
 [115.82615804 185.54386462]
 [200.74852644 234.50713554]
 [ 76.88480474 133.87568656]
 [161.5378153  274.6923424 ]
 [ 92.08818791  82.42864895]
 [144.76748394 299.16771977]
 [ 93.26304468 284.14686724]
 [142.081087   381.92813087]
 [ 95.84393695 365.54687155]
 [147.84480459 453.08000421]
 [104.76831824 440.56276846]]"
525,"[[119.36501042 148.6886748 ]
 [127.97183627 139.2727396 ]
 [121.31877301 141.35320444]
 [147.34774557 143.6575919 ]
 [113.98460304 143.77363879]
 [164.8362971  186.53306538]
 [116.27881002 185.47632751]
 [200.63251802 234.62198842]
 [ 76.865402   133.80021134]
 [161.63474248 274.73643229]
 [ 92.45004735  82.51913989]
 [144.86405251 299.18319525]
 [ 93.17885528 284.15874147]
 [142.12902093 381.9188464 ]
 [ 95.88664615 365.50525203]
 [147.95838938 452.99419805]
 [104.76681928 440.59377844]]"
526,"[[119.33590356 149.84826608]
 [128.12210794 140.49965603]
 [120.74447363 141.71248442]
 [148.28571352 144.24522787]
 [111.74320027 145.32258267]
 [164.1581641  186.76351431]
 [107.32379267 181.21280535]
 [200.99812694 234.10187995]
 [ 73.6540424  134.96746282]
 [162.12638015 274.48878273]
 [ 84.90952621  83.29376005]
 [145.21173841 299.36259198]
 [ 96.99088287 282.01232545]
 [141.94934287 382.18344748]
 [ 95.92258251 365.49349068]
 [147.90307328 453.17057887]
 [104.99982397 440.58266796]]"
527,"[[119.28818258 149.90460694]
 [128.04414729 140.57654348]
 [120.71175812 141.74487369]
 [148.31700151 144.25899468]
 [111.81238352 145.202881  ]
 [164.56028369 186.72358562]
 [107.45658648 181.16152223]
 [200.95848884 234.14762293]
 [ 73.95568318 134.9438708 ]
 [162.30304225 274.39124129]
 [ 84.90769613  83.34317289]
 [145.11548996 299.35188156]
 [ 97.05743228 282.04795639]
 [141.90398645 382.35205694]
 [ 95.72113063 365.23340934]
 [147.92539702 453.32459051]
 [104.79138116 440.63957082]]"
528,"[[118.63443561 150.15370783]
 [127.32543024 141.18185081]
 [120.77696245 142.31101265]
 [148.71727212 145.01840492]
 [112.45346125 146.64182489]
 [165.00488061 186.87272172]
 [107.73713629 181.70769822]
 [200.8412796  234.11108344]
 [ 67.02148688 137.66063571]
 [162.9023989  274.4400935 ]
 [ 86.4221779   88.47464571]
 [145.34398952 299.38993209]
 [ 93.15573466 284.52619494]
 [141.77102776 382.19998248]
 [ 95.95614369 365.77623284]
 [147.81024181 453.29540998]
 [104.83304444 440.76425439]]"
529,"[[118.61496828 150.27848473]
 [127.30933456 141.24521197]
 [120.87548304 142.35317634]
 [148.5233374  145.02144484]
 [112.36071239 146.65448964]
 [164.78706342 186.75246285]
 [107.69413754 181.47747814]
 [200.89886407 234.04402394]
 [ 67.00819575 137.57141427]
 [163.10297317 274.32901616]
 [ 86.41363063  88.51580169]
 [145.41029987 299.32185699]
 [ 93.0391011  284.39516115]
 [141.73661612 382.01344776]
 [ 96.07981559 365.77988693]
 [147.85934085 453.31893886]
 [104.79067633 440.81913876]]"
530,"[[118.11807002 151.53970625]
 [126.7037331  141.57925578]
 [119.31361829 141.34235781]
 [147.15617471 147.21175519]
 [113.29152573 147.11833823]
 [163.72729659 186.2548313 ]
 [107.43330099 180.39792883]
 [201.27079721 233.1420625 ]
 [ 61.38615208 145.54220522]
 [163.64452492 274.05555195]
 [ 85.35011776  94.98718033]
 [145.68370795 299.10789295]
 [ 93.91290067 284.95654535]
 [142.13179079 381.66191169]
 [ 96.15917903 365.50312683]
 [147.7022146  453.38897927]
 [104.78061223 440.67049056]]"
531,"[[117.97150248 151.62990624]
 [126.62576352 141.58313082]
 [119.29890754 141.38504302]
 [147.21377292 147.23726928]
 [113.28813657 147.15399799]
 [163.51240211 186.21920516]
 [107.44312464 180.21766473]
 [201.27053479 233.12010642]
 [ 61.25499119 145.74605721]
 [163.53838189 274.12711747]
 [ 85.30836792  95.42224776]
 [145.56443643 299.0874438 ]
 [ 93.82688668 284.91953238]
 [142.01706838 381.41955215]
 [ 96.1822258  365.87404979]
 [147.55381423 453.3626726 ]
 [104.67038809 440.70132658]]"
532,"[[117.67981553 152.08105851]
 [128.11359503 141.11171056]
 [119.65933396 142.06921409]
 [146.61253921 146.15547949]
 [112.47917483 148.03665487]
 [162.8874611  185.36228745]
 [107.29880349 179.74825061]
 [201.22373573 232.6042964 ]
 [ 57.18466266 151.9107047 ]
 [163.93426775 273.82899624]
 [ 82.81694441 106.3272495 ]
 [145.56848405 299.01874287]
 [ 93.8324896  284.54613081]
 [142.05288281 381.20004351]
 [ 96.22809814 366.32115821]
 [147.86827831 453.2202113 ]
 [104.78702715 440.66280154]]"
533,"[[117.67412743 152.11764603]
 [128.17896217 141.10539465]
 [119.60876103 141.99776557]
 [146.65298656 146.15219115]
 [112.3122014  148.00967709]
 [162.88420831 185.44360989]
 [107.30671462 179.71724235]
 [201.15709701 232.57509939]
 [ 57.06348411 151.79288326]
 [163.93354952 273.75919103]
 [ 90.78818467 103.62489095]
 [145.66554862 299.02974424]
 [ 93.75953076 284.43482702]
 [141.97831922 381.09987834]
 [ 96.19937666 366.29445697]
 [147.97607196 453.24558815]
 [104.74498054 440.68831941]]"
534,"[[118.05244114 152.72706927]
 [127.43170568 141.91655086]
 [119.92293659 142.93487348]
 [146.69078633 147.0849567 ]
 [112.53871339 148.91786934]
 [162.51470317 186.3138223 ]
 [111.47006732 177.65763093]
 [201.04033842 232.6378138 ]
 [ 56.00266141 154.14249183]
 [164.12168795 273.39831629]
 [ 79.6363799  107.73132964]
 [145.1824598  299.15753636]
 [ 93.84620974 283.17533476]
 [141.32973962 380.64610473]
 [ 96.72791053 366.58543472]
 [147.90283009 453.19091205]
 [104.99287872 440.5808519 ]]"
535,"[[118.04305852 152.72809036]
 [127.47159384 141.91258455]
 [120.09085271 142.93574497]
 [146.64643288 146.91684681]
 [112.5225521  148.75467411]
 [162.39597298 186.18264303]
 [111.5568435  177.63219094]
 [201.05360241 232.64764037]
 [ 55.90690071 154.15084579]
 [164.10643346 273.29039724]
 [ 79.38512244 107.73664368]
 [145.19183692 299.07199576]
 [ 93.95389622 283.08552591]
 [141.44069057 380.61535689]
 [ 96.94640404 366.62615941]
 [147.978273   453.26795115]
 [105.06644071 440.66047974]]"
536,"[[122.87831856 154.31673716]
 [126.91349147 141.24050729]
 [118.94122007 142.38472946]
 [145.73166661 146.83458082]
 [111.08740132 148.17433121]
 [161.1275092  187.03468932]
 [109.7166925  177.84777856]
 [201.31879023 232.13347451]
 [ 54.99106415 161.71937107]
 [163.7660181  273.10856995]
 [ 82.47326903 112.13397296]
 [145.69445214 299.10425328]
 [ 93.84332996 282.25372292]
 [141.25150899 380.4183533 ]
 [ 96.64607262 366.65062635]
 [147.70682828 453.03262873]
 [104.63360366 440.5860702 ]]"
537,"[[122.94725725 154.49622996]
 [126.89981873 141.2787678 ]
 [119.03375717 142.51376499]
 [145.75582799 146.74220828]
 [111.2129641  148.15263452]
 [161.23405118 186.88879146]
 [109.68088287 177.76629897]
 [201.32500592 232.06491357]
 [ 54.9910298  161.78613276]
 [166.28359504 274.71105081]
 [ 82.60858815 112.10754689]
 [145.63443168 299.10753887]
 [ 93.69128728 282.02933942]
 [141.04926812 380.44014743]
 [ 96.6185451  366.71055266]
 [147.77533281 453.20725422]
 [104.64822236 440.6116838 ]]"
538,"[[122.28322086 153.38921565]
 [126.60457466 141.7312527 ]
 [118.58381871 141.46421007]
 [139.71502301 147.23850515]
 [112.46202947 147.6853185 ]
 [159.42569658 187.80139607]
 [107.48192258 177.99101528]
 [201.46759316 231.8308078 ]
 [ 53.43181263 169.01340882]
 [165.87196987 273.90981861]
 [ 74.96627404 118.89315973]
 [145.73879735 299.14485514]
 [ 94.70286806 281.01574756]
 [141.60444058 380.79924145]
 [ 96.93527961 365.83265535]
 [148.39245198 453.65002577]
 [104.93362904 440.84784477]]"
539,"[[122.24089671 153.33365022]
 [126.60326392 141.72175139]
 [118.60889033 141.5418798 ]
 [139.66560161 147.21444034]
 [112.40626907 147.76686259]
 [159.35393445 187.85809306]
 [107.48823307 178.03874416]
 [201.48614269 231.67441157]
 [ 53.1890406  169.08001062]
 [165.76241655 273.95251892]
 [ 74.90869231 118.93180485]
 [145.84571717 299.24809181]
 [ 94.56562543 281.15334704]
 [141.56322382 381.25258549]
 [ 96.99620584 366.07053529]
 [148.43751988 453.77259238]
 [104.88898293 440.86423189]]"
540,"[[122.5991578  153.07364539]
 [126.20651059 141.23485015]
 [118.10503135 140.98753066]
 [139.59412474 145.96626853]
 [111.92575261 148.901287  ]
 [159.6712206  186.84595529]
 [110.260283   181.11539566]
 [202.07761595 230.00897703]
 [ 53.34030564 171.45369018]
 [166.14263522 273.46636153]
 [ 77.44436761 120.73799807]
 [146.14165508 298.84733229]
 [ 95.62703618 281.63403667]
 [142.18061504 380.24597241]
 [ 97.83896438 366.6278873 ]
 [148.42459113 453.61684942]
 [104.67565027 442.48099319]]"
541,"[[122.53128116 152.97016855]
 [126.16899797 141.19549994]
 [117.92179308 140.95083061]
 [139.64287634 146.03919585]
 [111.85155998 148.76238371]
 [159.71479159 186.97935789]
 [110.11443472 181.08259741]
 [202.07908606 229.95753935]
 [ 53.22167849 171.38442519]
 [166.21431973 273.47797226]
 [ 77.59269448 120.83155501]
 [146.09157231 298.75752619]
 [ 95.35964182 281.10705097]
 [142.21749702 380.03527887]
 [ 97.68824068 366.30390063]
 [148.53746422 453.54524512]
 [104.70227856 442.40575128]]"
542,"[[121.81708574 153.74052938]
 [125.52189673 141.58196426]
 [117.6870342  141.95498704]
 [137.75915546 146.50150526]
 [107.69632622 146.98176533]
 [157.6519102  185.61402135]
 [106.44375268 179.93280869]
 [200.25188785 231.20104091]
 [ 53.22961023 177.64889406]
 [165.93325469 273.4295558 ]
 [ 77.48261666 132.61329539]
 [144.1637057  287.13468913]
 [ 95.73421979 282.48039699]
 [142.59017758 379.74324984]
 [ 97.75716151 366.49089992]
 [148.76531253 453.26514592]
 [105.08813106 440.72471547]]"
543,"[[122.04354294 153.76717916]
 [125.63185021 141.65596961]
 [118.15823331 141.59614692]
 [137.66666482 146.45515499]
 [107.78608144 146.81810896]
 [157.90790087 185.48679055]
 [106.75853689 180.43343419]
 [202.52084684 229.64566297]
 [ 52.85023859 178.46943321]
 [165.31855571 273.27342856]
 [ 76.88350294 131.89485516]
 [143.98781283 287.56786261]
 [ 95.85708279 283.36247334]
 [142.5053177  380.94101174]
 [ 97.61033911 367.59225769]
 [148.11970202 453.99441424]
 [105.252454   440.4780098 ]]"
544,"[[118.10709604 153.00707859]
 [130.20588075 141.31609094]
 [115.63967044 141.44330527]
 [136.90052597 146.32146075]
 [109.10576634 149.52557224]
 [155.97620166 185.45176897]
 [103.15296197 179.49765891]
 [202.7075361  228.75074256]
 [ 51.8955773  185.46552729]
 [164.85604917 274.6199162 ]
 [ 72.78298212 138.35305838]
 [147.18075995 298.57319559]
 [ 96.34338799 282.63861718]
 [142.4544985  380.05225853]
 [ 97.81229076 366.44065676]
 [148.79728269 453.70480823]
 [105.03263086 440.5237665 ]]"
545,"[[118.17575307 153.13348593]
 [130.49282074 141.32743679]
 [115.8878836  141.35615207]
 [136.85618445 146.44337682]
 [109.11085472 149.49845241]
 [156.63602213 185.43220434]
 [103.34367    179.41530646]
 [202.55506475 228.54329858]
 [ 52.0837408  185.29451162]
 [165.02477007 274.44604074]
 [ 72.97749871 138.32593341]
 [147.09516638 298.46612711]
 [ 96.32374206 282.68633782]
 [142.52152605 379.90083185]
 [ 97.85769184 366.66020348]
 [149.16059987 453.64514268]
 [105.05538326 440.27760157]]"
546,"[[116.70880817 151.72905994]
 [127.71749981 141.98161623]
 [111.95934435 144.18704453]
 [135.19323979 147.8427962 ]
 [104.71408343 146.60727817]
 [154.78407827 185.50616852]
 [102.79986826 179.52153639]
 [199.6625813  229.35069228]
 [ 51.52719166 189.97700944]
 [164.94624542 274.3650415 ]
 [ 68.22135421 142.35039375]
 [138.21215911 294.31464676]
 [ 96.06150272 282.90604409]
 [142.81479439 379.58275486]
 [ 97.7352503  367.42466657]
 [148.88338049 452.70419952]
 [105.12351683 440.20017921]]"
547,"[[116.75162693 151.5537997 ]
 [127.83978575 142.00587387]
 [112.08503388 144.03120894]
 [135.07760543 147.84229183]
 [104.76416826 146.61283512]
 [154.63551509 185.51869535]
 [102.93400441 179.5849123 ]
 [199.61118229 229.4033492 ]
 [ 51.73087653 189.80156564]
 [165.04083793 274.28462691]
 [ 68.5600339  142.45215986]
 [138.25839331 294.38464051]
 [ 95.95160694 283.11538168]
 [142.93376777 379.63813433]
 [ 97.9380926  367.79836051]
 [148.90982466 452.81769027]
 [105.12627569 440.35203426]]"
548,"[[115.2073514  151.36034658]
 [123.46103571 141.66818147]
 [110.72886029 144.59114385]
 [133.76306592 147.83019115]
 [103.10005576 150.75592584]
 [154.11409136 185.94951924]
 [106.3008508  180.91051846]
 [200.17967919 229.22354717]
 [ 52.01427726 195.89450213]
 [165.11866153 274.56472269]
 [ 66.27507125 146.89541705]
 [138.58035687 294.41627494]
 [ 96.41504983 283.00539542]
 [143.52305509 380.41765336]
 [ 97.80359064 367.04041666]
 [148.73611499 452.66090976]
 [105.4177277  439.96803996]]"
549,"[[115.16333868 151.20712065]
 [121.5723799  144.40107444]
 [110.72924258 144.58740673]
 [137.12061995 146.23603543]
 [103.0850187  150.72224237]
 [154.01981451 185.87089704]
 [106.19556047 180.94697423]
 [200.18925004 229.14267128]
 [ 52.03069032 195.65710597]
 [164.96805737 274.48261865]
 [ 70.0837417  141.99944405]
 [138.56283668 294.33630639]
 [ 96.54243995 282.88809413]
 [143.43630605 380.72683635]
 [ 97.56939165 367.06636307]
 [148.81702205 452.91087872]
 [105.42685202 439.86213496]]"
550,"[[115.46513574 151.35183616]
 [121.89351308 145.13998338]
 [111.07304607 144.88196994]
 [136.69899157 146.66361079]
 [103.26904733 150.16955181]
 [153.67950597 185.30469357]
 [106.3799374  181.46966286]
 [198.3764246  221.93472893]
 [ 53.56246722 192.06029659]
 [165.79476591 272.98709099]
 [ 68.35147983 146.93812903]
 [138.69815931 294.18378589]
 [ 97.22503549 282.84892782]
 [143.37073213 380.62931447]
 [ 97.52729076 367.38058011]
 [148.87207298 452.64211575]
 [105.21505679 439.86281105]]"
551,"[[115.40681691 151.34744989]
 [121.85521388 145.13917639]
 [111.01664388 144.86994131]
 [136.76559285 146.67577735]
 [103.25885409 150.0512212 ]
 [153.66636151 185.27970512]
 [106.35011608 181.40400597]
 [198.38727321 221.92014827]
 [ 53.51863174 192.31808494]
 [165.7674747  272.9892855 ]
 [ 68.14297656 146.843551  ]
 [138.65244841 294.27380883]
 [ 97.0707368  282.62447845]
 [143.34145627 380.62243861]
 [ 97.54892513 367.2252578 ]
 [148.85239819 452.563825  ]
 [105.33779338 439.79330142]]"
552,"[[113.73202849 153.49744657]
 [125.05817288 142.72945005]
 [111.06396813 144.27727746]
 [133.79727972 148.0638996 ]
 [102.70021863 149.03063339]
 [151.99064336 184.60433399]
 [104.15404449 180.02928753]
 [197.68171504 222.73670498]
 [ 56.46033651 204.5105737 ]
 [166.61331704 271.0858919 ]
 [ 69.41517058 153.82033118]
 [139.64433512 282.36789508]
 [ 99.76904853 279.99048595]
 [143.14901295 380.41689578]
 [ 98.34469981 368.35158699]
 [148.90434403 453.01705649]
 [105.20157709 440.08991367]]"
553,"[[113.90918675 153.4537691 ]
 [125.0147063  142.68624332]
 [111.12132452 144.26777135]
 [133.72470353 148.1003787 ]
 [102.67985894 149.04725622]
 [152.18726619 184.62807697]
 [104.22352177 180.07066481]
 [197.80178345 222.65550537]
 [ 56.31190454 204.30813531]
 [166.71789911 271.10172833]
 [ 70.43199229 154.09392234]
 [138.71279475 293.89409959]
 [ 97.40903046 281.72506835]
 [143.27687433 380.32108394]
 [ 98.26137187 367.82269363]
 [148.89732046 452.88471341]
 [105.30783467 440.15519004]]"
554,"[[111.82758889 150.12545232]
 [121.85687017 142.28287997]
 [110.298869   142.33269631]
 [133.84572167 146.72587915]
 [102.92179492 147.95606187]
 [151.15197263 184.79525705]
 [102.01329724 181.62969602]
 [200.08775727 226.35163691]
 [ 53.73470678 208.48893661]
 [163.37915421 268.75158657]
 [ 72.60577715 160.82722639]
 [138.4952733  293.65555266]
 [ 97.26722087 283.35909443]
 [142.69133236 380.43214344]
 [ 93.87755887 366.59307364]
 [148.73828718 452.79095952]
 [104.89851944 440.70719473]]"
555,"[[111.7000284  150.11212057]
 [121.86465902 142.24026441]
 [110.27738749 142.27069694]
 [133.85627248 146.71670722]
 [102.76188988 147.79580981]
 [150.99081937 184.66184621]
 [101.98334678 181.53217277]
 [199.99174102 226.29987001]
 [ 53.78251569 208.50116664]
 [163.45601691 268.79715799]
 [ 72.80254287 160.79270162]
 [138.46953583 293.82310946]
 [ 97.13113235 283.36938763]
 [142.71582967 380.99567686]
 [ 93.89531976 366.86167947]
 [148.81733943 452.89278877]
 [104.83100964 440.67120765]]"
