,keypoints
277,"[[151.9684175   47.94382832]
 [159.30067174  39.4882675 ]
 [151.04929596  40.78746881]
 [170.62448391  39.48942868]
 [148.23679279  42.929416  ]
 [190.06589549  62.51153972]
 [142.3397494   62.87707217]
 [232.86092196  77.43422479]
 [109.49474358  83.24819177]
 [246.50223782 101.84372247]
 [ 72.54619242 103.99403704]
 [190.94578086 122.38786966]
 [153.48765482 121.59252338]
 [191.62267542 169.62497811]
 [140.81481316 160.81736131]
 [190.9103092  208.9229468 ]
 [136.67197655 208.36668988]]"
278,"[[151.01507353  48.91846913]
 [159.30155132  39.57195065]
 [151.05628548  40.80963253]
 [170.74544368  39.67605032]
 [148.39883804  42.9442509 ]
 [195.84835108  62.5915042 ]
 [142.30159293  62.90700965]
 [233.14649408  77.54829939]
 [109.14066675  83.23878657]
 [246.80183338 101.95641307]
 [ 72.45511201 103.95980644]
 [195.55273733 124.36058571]
 [152.59594848 123.52080572]
 [191.80672792 170.72039372]
 [140.70857242 161.71092421]
 [198.36930572 214.26300302]
 [136.192017   208.32086195]]"
279,"[[150.84364254  49.2058921 ]
 [159.32656106  39.94787367]
 [150.28678277  41.24403421]
 [170.79568079  40.8377454 ]
 [148.90080484  44.20318636]
 [194.5501189   63.96388231]
 [143.71713405  63.92476391]
 [230.25502915  78.46070165]
 [115.11502476  83.06837299]
 [241.83353828 102.0995342 ]
 [ 76.67843451 105.17923789]
 [189.73856989 121.06015667]
 [153.12191342 121.48064344]
 [190.34178049 170.02171504]
 [140.17472358 159.60534984]
 [190.88454282 213.46536413]
 [135.35572098 208.76647318]]"
280,"[[150.82034906  49.08184762]
 [159.37593474  39.83356502]
 [150.24926941  41.09591675]
 [170.8761417   40.82666752]
 [148.88159677  44.09194815]
 [194.81634504  63.99810857]
 [143.60010697  63.90468742]
 [230.47819606  77.89113456]
 [115.06694202  83.21579591]
 [241.87807681 102.14908153]
 [ 76.45776203 105.25589101]
 [189.70739487 121.50794609]
 [152.71843162 121.60707395]
 [189.9073672  170.31355738]
 [140.23914828 160.23215807]
 [190.69405243 213.26684962]
 [135.39108366 208.89164339]]"
281,"[[149.35005758  45.82204371]
 [159.27129876  39.39004464]
 [149.01344513  40.38465414]
 [171.93678393  41.5171128 ]
 [151.38001272  41.48301388]
 [189.94962858  64.42506567]
 [143.61686366  64.6854494 ]
 [227.38551378  85.93329515]
 [117.19394086  83.39609797]
 [239.09950612 100.20862126]
 [ 84.69839436 103.55570833]
 [190.35264284 123.18564954]
 [152.3470727  121.72307337]
 [189.80511836 171.14400411]
 [141.12747018 160.95607284]
 [191.88837415 212.81154596]
 [134.5546507  208.95023057]]"
282,"[[149.40588496  45.95710531]
 [159.20300056  39.33290442]
 [149.00092857  40.36493071]
 [171.81351808  41.32026409]
 [151.25171361  41.33776428]
 [190.19806945  64.22067037]
 [143.52743477  64.63898626]
 [227.4094941   85.67521641]
 [117.38867979  83.48043297]
 [239.22100946 100.11279871]
 [ 84.91621722 103.65259059]
 [190.37683641 122.85602263]
 [152.46421145 121.71968605]
 [189.95911658 171.34817603]
 [141.02404139 160.83575426]
 [191.51284641 212.83909995]
 [134.55914613 208.83023177]]"
283,"[[148.79753414  45.82947672]
 [158.50678353  39.37886909]
 [148.81651348  40.75124649]
 [171.25122411  41.16424192]
 [151.77101832  41.76349147]
 [190.09668572  63.45189496]
 [145.29394142  65.16304555]
 [222.95847816  92.20313986]
 [119.72699296  88.96060102]
 [233.89946479 106.65153036]
 [ 89.65490903 109.07110609]
 [191.74631598 123.39810654]
 [152.96511704 121.72151355]
 [188.58576351 171.12479434]
 [141.37797091 161.81967512]
 [189.74769394 213.0268238 ]
 [133.56725223 209.69826679]]"
284,"[[148.84770801  45.85422832]
 [158.51421469  39.41955672]
 [148.7705683   40.77956338]
 [171.30335558  41.24228339]
 [151.77321272  41.88310682]
 [189.90186976  63.53584434]
 [145.16334229  65.27859063]
 [223.27986804  92.23515372]
 [119.74774491  89.01375488]
 [234.04602411 106.15264518]
 [ 89.66147743 109.13062582]
 [191.52019046 123.67678014]
 [153.01133567 122.05480786]
 [188.59716605 170.96853903]
 [141.39448744 162.41781123]
 [190.31973692 213.11629549]
 [133.5599509  209.92942784]]"
285,"[[149.10868965  47.28680551]
 [158.35357709  39.01143607]
 [148.86295378  40.76944627]
 [171.65885253  41.00024848]
 [152.08390137  41.99675784]
 [195.79115674  63.78077316]
 [146.17515137  65.04828762]
 [222.55736331  79.54979798]
 [120.15902349  89.06828479]
 [225.76588537 108.60863278]
 [ 94.21633606 113.89281016]
 [190.64272148 123.81667565]
 [153.2622999  121.66309013]
 [190.4010912  169.6839641 ]
 [137.56809852 150.07564262]
 [201.47782021 212.8943906 ]
 [133.70064027 210.42455963]]"
286,"[[149.18022227  47.28670857]
 [158.38871946  39.03538171]
 [148.93704608  40.79202744]
 [171.58864516  41.07759107]
 [152.01774645  42.06268613]
 [195.66138034  63.81234136]
 [146.20778349  64.87861489]
 [222.57188322  79.52723273]
 [120.0712219   88.96384509]
 [226.0767348  109.05507745]
 [ 94.14434868 113.88517893]
 [190.57397055 123.77893474]
 [153.3509666  121.40814242]
 [190.38829614 169.49595305]
 [137.54805965 150.21138392]
 [201.43440041 212.47828493]
 [133.75537449 210.49419429]]"
287,"[[149.18798138  45.92142631]
 [158.68405336  38.2302863 ]
 [148.83566504  40.18016624]
 [172.61326477  40.67606347]
 [152.28444618  41.5942152 ]
 [196.14899877  63.60075905]
 [145.28742818  64.73748621]
 [222.89301109  83.22358414]
 [119.03199358  90.33075517]
 [223.82516096 119.39820079]
 [ 97.24268363 118.05049975]
 [191.65943264 124.24773486]
 [151.27683418 122.2525081 ]
 [190.8381671  168.40864014]
 [141.5707862  161.1381098 ]
 [186.64197391 204.38129708]
 [135.06559111 209.61473702]]"
288,"[[149.15653593  45.94478883]
 [158.77980616  38.32147625]
 [148.9194189   40.25045494]
 [172.69482624  40.81870276]
 [152.23842835  41.68956224]
 [196.17278736  63.60722838]
 [145.1596215   64.65741684]
 [222.41787558  82.59096856]
 [119.139051    90.20904028]
 [223.89798049 119.14995682]
 [ 97.26403296 117.99834863]
 [191.46872564 124.33817962]
 [151.13464415 122.14586324]
 [190.91312116 168.45380021]
 [141.96389202 161.81839167]
 [186.66895926 204.42958773]
 [135.22099127 209.88119362]]"
289,"[[149.43492881  46.02657936]
 [158.45340281  38.11466092]
 [149.01435262  39.8018789 ]
 [173.16985949  41.03669726]
 [152.53255876  41.44811624]
 [195.74918597  64.76678414]
 [144.76348442  64.39550222]
 [220.38335404  85.78216079]
 [121.21201424  91.42954899]
 [210.97944719 123.84460476]
 [ 99.41986812 120.32517242]
 [189.82957361 127.13632268]
 [149.79517311 122.92020942]
 [189.676421   166.76633055]
 [145.39015331 164.4331767 ]
 [186.45017038 202.91508688]
 [136.1828599  210.93550807]]"
290,"[[149.39808011  45.82774037]
 [158.5100758   37.96107976]
 [149.0898758   39.64271177]
 [172.43434779  38.54013851]
 [152.53845444  41.2523636 ]
 [195.81756489  64.91054916]
 [144.4726826   64.56664434]
 [220.50224858  85.73650071]
 [120.844808    91.48295028]
 [210.90535556 123.9135608 ]
 [ 99.35837647 120.74976086]
 [189.56532257 126.82771341]
 [149.69491282 122.78643417]
 [189.64149222 166.38775599]
 [145.27984398 163.92996874]
 [185.89006408 202.65355788]
 [135.87740095 210.71009287]]"
291,"[[149.29651205  46.223164  ]
 [158.58623771  38.41536982]
 [148.42602251  39.90126656]
 [173.43509943  42.08783781]
 [151.88415844  41.12741839]
 [195.38100025  65.75487005]
 [146.31688597  65.11388239]
 [217.82593145  87.48514912]
 [121.67321644  90.91944846]
 [209.15212564 126.82535343]
 [101.36585885 122.1081122 ]
 [189.61078339 125.38873488]
 [150.15867673 120.66150823]
 [188.40000635 152.28975664]
 [134.55262473 146.54913785]
 [187.05269683 200.47907303]
 [137.07642176 208.09488533]]"
292,"[[149.38368667  46.46442913]
 [158.58668171  38.55601232]
 [148.54121307  39.95628699]
 [173.39619356  42.1806932 ]
 [151.88918767  41.18652646]
 [195.23870191  65.95734813]
 [146.34384171  64.79479717]
 [218.00239436  87.24545393]
 [121.7779355   90.97932921]
 [209.2823541  126.85238253]
 [101.42435826 121.9827452 ]
 [189.31903439 125.37819816]
 [150.11664743 120.71602946]
 [188.62136501 151.63820622]
 [134.48939747 146.24686845]
 [186.92843671 200.28370601]
 [137.196766   207.86247556]]"
293,"[[149.67663041  46.07344187]
 [158.12607452  38.34991468]
 [148.48922623  39.8325753 ]
 [172.87144522  41.75150562]
 [152.33129818  41.04853406]
 [195.3508047   65.5718318 ]
 [146.10637689  65.22579055]
 [214.88805818  91.54313923]
 [121.89581693  90.19530869]
 [207.46226795 126.48789985]
 [106.62449445 125.23695084]
 [187.45910696 125.88495044]
 [150.59663591 120.74403381]
 [188.07338912 152.5403937 ]
 [134.68923592 148.07686793]
 [187.15421107 199.23986244]
 [137.73377308 209.53337768]]"
294,"[[149.67366507  45.98636706]
 [158.19292604  38.22617189]
 [148.34534431  39.74382637]
 [172.97283165  41.59522155]
 [152.33842225  40.85709914]
 [195.39006712  65.55958768]
 [145.77236112  65.33602386]
 [214.77899741  91.47433656]
 [121.61295855  90.04205309]
 [207.68475778 126.46305166]
 [106.25599525 125.4244761 ]
 [187.49850795 125.94751674]
 [150.46275594 120.81560595]
 [187.9968367  152.1122009 ]
 [134.65417799 147.77827447]
 [186.95912064 198.4795253 ]
 [137.64455777 209.09182805]]"
295,"[[152.12192599  46.16728643]
 [158.32076165  39.64014198]
 [148.76278161  40.59014044]
 [173.10032484  43.22879479]
 [152.14774753  41.82190935]
 [195.12236908  66.13553764]
 [147.22846435  65.29986664]
 [213.31915052  93.59617615]
 [123.23694554  93.87400726]
 [199.82830566 130.4764376 ]
 [108.3983004  125.68675679]
 [187.97939518 124.68630232]
 [150.76174471 121.41007114]
 [187.43602674 160.67619357]
 [133.62391159 150.7962757 ]
 [188.56764726 201.64169923]
 [139.05603199 209.64550505]]"
296,"[[152.14400185  46.15045256]
 [158.34651845  39.62238641]
 [148.79350995  40.54285977]
 [173.01306008  43.32219423]
 [152.25417529  41.75872086]
 [195.14902479  66.10211445]
 [147.02102958  65.48602597]
 [213.32399071  93.73910194]
 [122.869818    94.15732088]
 [199.87260403 130.26394805]
 [108.47287605 125.59087582]
 [188.01921192 124.67977077]
 [151.0081311  121.59584558]
 [187.54893679 160.74810429]
 [133.3610746  151.0434274 ]
 [189.17313231 202.34017438]
 [138.60230098 209.87309068]]"
297,"[[150.10319714  46.68986169]
 [158.26370118  38.81019803]
 [148.50382215  39.69067541]
 [173.22183894  42.43062052]
 [151.20727666  42.09051902]
 [194.61049923  66.59035873]
 [144.86587924  66.77365563]
 [212.29584741  95.63112903]
 [122.68035754  94.98881886]
 [196.78481055 132.80824977]
 [113.52397703 126.20472875]
 [185.0355344  125.43801669]
 [150.20090447 120.59417277]
 [186.97316023 161.86388825]
 [141.43592676 161.84885439]
 [187.87599532 204.65653235]
 [138.53606735 214.64181308]]"
298,"[[150.14706631  46.67148682]
 [158.27252285  38.74600174]
 [148.4924371   39.63283052]
 [173.16721034  42.38357715]
 [151.10370525  42.08167523]
 [194.58119167  66.62181696]
 [144.70672129  66.98843933]
 [211.95406312  95.96929234]
 [122.58771239  95.25508157]
 [196.68688054 132.44155686]
 [113.53144721 126.1436123 ]
 [184.8732167  125.21290102]
 [149.95063248 120.58496725]
 [186.70780728 161.27354977]
 [141.61517606 161.70676422]
 [187.29626723 204.23393927]
 [138.58860918 214.40613753]]"
299,"[[150.38163039  46.67731226]
 [158.21306145  38.11852646]
 [148.5442524   38.86874758]
 [172.46955238  39.42688554]
 [151.01662885  42.27639547]
 [193.22899015  67.59273766]
 [142.73558712  67.34467365]
 [208.24596229  98.38717224]
 [123.33896835 100.17960621]
 [191.80574844 132.94428733]
 [114.67770802 122.58609903]
 [183.94284565 122.83685184]
 [147.72258391 119.39381724]
 [188.4580833  153.55875423]
 [135.9621632  146.63604662]
 [187.21850122 204.9510671 ]
 [137.35642681 213.63700327]]"
300,"[[150.34493237  46.37472666]
 [158.32980733  38.03737548]
 [148.54618108  38.74340228]
 [172.47902154  39.39137439]
 [150.93242495  41.91182742]
 [193.38406741  67.39094543]
 [142.30719262  67.40763062]
 [208.38286073  98.64115284]
 [123.21641962 100.28921009]
 [191.54052062 132.93169015]
 [114.62382344 122.52230282]
 [184.08116117 122.78608112]
 [147.94832329 119.3616746 ]
 [188.15752576 152.23459875]
 [135.98845027 145.66526813]
 [186.98495968 204.30090431]
 [136.84979675 212.90427872]]"
301,"[[149.86285847  47.09194854]
 [158.18594258  38.67064509]
 [148.88563441  39.23662554]
 [172.4187031   39.82416705]
 [150.65091335  41.83862239]
 [192.2047809   68.35259549]
 [142.00952439  67.53628293]
 [207.62440335  97.95734475]
 [124.10073886 103.31711499]
 [188.290028   132.56517233]
 [122.31580449 124.41616032]
 [179.50132863 123.48121814]
 [147.21943313 120.97277411]
 [173.64627181 164.21397364]
 [141.56027165 161.96046303]
 [180.56816621 205.38585873]
 [133.3664713  212.43974423]]"
302,"[[149.80657767  46.93162892]
 [158.18394579  38.62151231]
 [148.84886845  39.1202803 ]
 [172.48476654  39.71817477]
 [150.73034904  41.56203349]
 [191.94252916  68.45979309]
 [142.0026943   67.52205431]
 [207.80613498  97.91022161]
 [124.16907742 103.50796246]
 [188.29098326 132.67205449]
 [119.03048199 122.49119539]
 [179.56844856 123.54723976]
 [147.31773717 121.15077551]
 [174.19566645 164.42498513]
 [141.46937153 161.54833721]
 [181.27374731 205.70337618]
 [133.2181804  212.54853203]]"
303,"[[150.60403309  47.734292  ]
 [158.09447687  39.5778629 ]
 [149.51622322  39.73042975]
 [172.18417401  42.29700878]
 [148.21418212  43.81427041]
 [189.69342928  68.8615211 ]
 [140.90776776  68.04343457]
 [207.72716884  99.83701088]
 [126.94717114 104.85798224]
 [181.84872077 130.22977461]
 [123.0568513  124.25551405]
 [194.41202504 122.01286455]
 [146.4143296  121.79232893]
 [189.94774363 179.02116427]
 [140.57472138 173.89799598]
 [187.35970976 216.99995267]
 [135.08768069 216.62711971]]"
304,"[[150.61190253  49.01754498]
 [157.81514941  39.83582372]
 [149.02996099  40.23509118]
 [171.82719575  42.28281416]
 [148.95777785  44.23217971]
 [190.24331971  69.18643899]
 [140.44768563  67.99508532]
 [207.46647748  99.60154803]
 [127.66072404 106.86165487]
 [181.54452577 124.11263908]
 [127.45247932 124.3600979 ]
 [195.84055497 121.40391461]
 [145.39162992 123.84678966]
 [191.39542647 181.95760286]
 [141.74905805 176.43063815]
 [188.20873696 218.52905833]
 [138.39406097 219.057373  ]]"
305,"[[150.61964953  49.01935078]
 [157.82140937  39.83635764]
 [149.03108106  40.23216037]
 [171.83654651  42.28563282]
 [148.96466647  44.22366077]
 [190.23744757  69.18958322]
 [140.44686021  68.00099613]
 [207.4617022   99.60058147]
 [127.65982798 106.85328569]
 [181.54559774 124.1201589 ]
 [127.4425581  124.36136218]
 [195.83018841 121.42607924]
 [145.39306751 123.8526122 ]
 [191.39445372 181.94313404]
 [141.76490186 176.43244612]
 [188.20969356 218.52376718]
 [138.42614012 219.05255175]]"
306,"[[150.88588105  48.93891749]
 [157.37349567  39.74874891]
 [148.88121601  40.37085961]
 [171.34293149  42.09404018]
 [148.00365622  45.67191408]
 [189.35547678  69.09856836]
 [139.55889013  69.00757267]
 [208.06127744 100.78385425]
 [128.80073065 107.19018292]
 [177.07429561 127.7998083 ]
 [132.24695277 124.28889835]
 [189.41479758 126.65668343]
 [144.95345547 123.23567726]
 [194.84013767 186.01417278]
 [140.55920921 175.1118411 ]
 [189.56447965 218.87482703]
 [136.0793601  217.1374125 ]]"
307,"[[150.88275696  48.93808983]
 [157.37270204  39.74868018]
 [148.87662001  40.37252143]
 [171.34130351  42.09479838]
 [148.00664846  45.67257534]
 [189.35822079  69.10775941]
 [139.5577149   69.0056446 ]
 [208.07727329 100.78766553]
 [128.80371751 107.19480738]
 [177.05231663 127.81766806]
 [132.28110658 124.28917924]
 [189.37089746 126.6873632 ]
 [144.96444429 123.24665241]
 [194.7993899  186.059652  ]
 [140.56207566 175.09824118]
 [189.47037875 218.89711157]
 [136.10941387 217.15480995]]"
308,"[[150.83286024  48.9267515 ]
 [157.32012337  39.82482759]
 [148.8720072   40.39499408]
 [171.36204874  42.20585356]
 [148.02548587  45.76131704]
 [189.03874108  69.07386162]
 [139.60564594  69.20270456]
 [207.73115301 100.60586732]
 [128.69156493 107.59202234]
 [176.88495019 127.50317837]
 [132.3897691  124.40632121]
 [189.44056531 126.69998932]
 [145.01178939 123.48149885]
 [194.96220945 185.98681884]
 [140.69924756 175.10317312]
 [189.28273664 218.86741248]
 [136.29997519 217.41788231]]"
309,"[[150.43217291  49.60813378]
 [156.96449159  39.57585091]
 [148.48096863  40.36916595]
 [171.25230852  42.02848737]
 [147.11071141  45.11608275]
 [190.69755796  68.835583  ]
 [139.84397386  68.39437593]
 [207.91026574 101.08502329]
 [129.44434661 106.32880533]
 [178.94140598 124.49315637]
 [131.36936742 122.85660232]
 [191.9653403  127.05731754]
 [142.3153123  124.66759899]
 [192.30106073 183.05823793]
 [140.39529583 176.55351856]
 [194.54958073 207.9507933 ]
 [135.15384453 217.67942614]]"
310,"[[150.61306902  49.4636583 ]
 [157.03098085  39.51788955]
 [148.53408295  40.2889866 ]
 [171.22304806  41.96959344]
 [146.97577797  45.10985   ]
 [190.47381789  68.88046462]
 [139.67173224  68.46113261]
 [207.86731785 101.24201781]
 [129.52166189 106.50906109]
 [176.09951352 127.7573894 ]
 [131.73630323 123.05196853]
 [191.8291213  127.3979725 ]
 [142.52501547 124.99117555]
 [194.32856853 186.40391205]
 [140.39778824 176.6097595 ]
 [188.50680949 219.62571863]
 [135.40080273 217.88544686]]"
311,"[[150.53713415  48.91624661]
 [156.94918158  38.9563744 ]
 [148.88220356  39.845179  ]
 [171.40498688  41.16417826]
 [147.15362937  44.51040511]
 [191.21972507  68.25285116]
 [139.37792944  68.78425917]
 [209.7758292  101.36623014]
 [128.67089774 105.87835115]
 [174.58605517 125.41203229]
 [134.09529199 121.531906  ]
 [193.28786292 127.38403544]
 [143.24068339 126.28398711]
 [191.68804192 183.25046579]
 [136.3143228  190.9991215 ]
 [198.41253716 217.90314289]
 [134.16140378 216.90971021]]"
312,"[[150.40440318  49.13532994]
 [156.84345782  39.10031884]
 [148.7160655   39.99358079]
 [171.28666818  41.20594748]
 [146.94992817  44.91209839]
 [191.26517783  68.25199022]
 [139.38893172  68.72528204]
 [209.01746465 102.20950344]
 [128.73043044 105.93525696]
 [174.91309486 125.23202324]
 [134.15787345 121.58558003]
 [193.47983463 127.04838549]
 [143.2414153  125.83783617]
 [191.85670132 182.8008682 ]
 [136.42938773 190.50866265]
 [198.46518125 217.50170789]
 [134.0579765  216.62378213]]"
313,"[[150.42654093  48.82120488]
 [156.52919401  38.86272825]
 [148.4630024   39.98227212]
 [170.8090665   41.02455731]
 [146.40602828  45.3890738 ]
 [191.61349957  68.13233145]
 [139.17718147  69.1442997 ]
 [210.40847181 100.46094908]
 [128.94666434 105.37405869]
 [172.94242621 124.61700407]
 [135.27726399 123.13612627]
 [194.39534908 127.69273298]
 [142.00769527 126.74686195]
 [191.42311547 184.40182166]
 [134.65654965 192.09004895]
 [189.26686592 220.36696095]
 [133.2406017  217.86863959]]"
314,"[[150.39639516  48.8309313 ]
 [156.43025796  38.97522604]
 [148.5099432   40.08213872]
 [170.68038394  41.02655049]
 [146.48899708  45.5366832 ]
 [191.40696894  68.18129204]
 [139.1836974   68.99235216]
 [210.21709545 100.59655762]
 [128.81254624 105.02505335]
 [172.88105565 124.60735216]
 [135.0032747  122.67767378]
 [194.36592581 127.17326342]
 [142.22061941 126.18384197]
 [191.49284925 184.35655226]
 [134.7926183  191.55539217]
 [189.1572589  220.45578947]
 [133.08347669 217.90655503]]"
315,"[[150.84795061  49.44336622]
 [156.65905988  38.96654432]
 [148.47422465  40.37801986]
 [170.85417482  40.88935826]
 [146.14378395  46.08308781]
 [191.60022352  68.65269957]
 [138.65009209  69.20731239]
 [209.25977976 100.70252386]
 [127.45665958 102.39480617]
 [170.94590104 121.31583525]
 [137.20105642 121.21514351]
 [194.45357604 127.25345651]
 [144.79460696 125.52615646]
 [188.95934576 183.39733453]
 [133.6188494  191.33730073]
 [189.91624033 220.44154746]
 [139.178611   214.89073658]]"
316,"[[150.81826499  49.56320006]
 [156.59338662  39.14062809]
 [148.43256535  40.48901788]
 [170.73787159  41.01399744]
 [146.21183391  46.17430379]
 [191.3130907   68.72082217]
 [138.68341106  69.17717161]
 [209.34033081 100.69868653]
 [127.27029159 102.30479115]
 [171.14148927 121.86580481]
 [136.96955052 121.10909695]
 [194.35245736 127.30888643]
 [144.90159577 125.61797004]
 [189.1344888  183.54486597]
 [133.57570609 191.47271393]
 [190.21017162 220.48192074]
 [139.18111081 215.05230095]]"
317,"[[151.16368733  49.90285618]
 [156.72722976  39.32717665]
 [148.68498735  40.60116913]
 [170.62653704  41.13701459]
 [146.53260053  46.37194037]
 [186.01699825  66.83504193]
 [140.43360366  68.59210981]
 [209.61392454  97.83087263]
 [126.47192128 101.0099119 ]
 [170.5369837  120.03339801]
 [137.51703666 119.47512829]
 [193.54590277 127.80338156]
 [146.61654611 126.03768803]
 [189.68596819 185.80587361]
 [133.75889885 192.378895  ]
 [190.89106413 221.74908937]
 [139.14798357 215.52267191]]"
318,"[[151.23726097  49.89572125]
 [156.68906505  39.35283187]
 [148.70779243  40.58617362]
 [170.64494256  41.14677863]
 [146.51422394  46.48930137]
 [185.93159725  66.87665055]
 [140.59327422  68.64661223]
 [209.6330613   97.99319484]
 [126.5014024  101.21779869]
 [170.53910141 120.09066556]
 [137.6511144  119.73886353]
 [193.62624663 127.59339234]
 [146.80078024 125.78204306]
 [189.89835549 185.45191245]
 [137.79041512 176.87633186]
 [190.76910335 221.4894425 ]
 [132.19237395 218.55616312]]"
319,"[[151.03483255  50.62707689]
 [155.90021804  39.30219065]
 [147.95013222  40.94012247]
 [170.07257802  40.66809148]
 [145.72114386  47.60527487]
 [185.72769424  66.48750634]
 [137.24968574  70.71724629]
 [210.61192477  97.53268433]
 [130.6485021   97.99080999]
 [170.36949079 118.73702505]
 [138.21201182 119.57603489]
 [198.21016492 127.04558382]
 [149.34913461 125.37390794]
 [189.09299835 185.18584508]
 [137.68427764 175.11988906]
 [190.64895891 221.56546583]
 [132.08862192 218.54625818]]"
320,"[[150.94346153  50.54757399]
 [155.92229356  39.28650133]
 [148.0032351   40.9104997 ]
 [170.05745939  40.66344458]
 [145.70608376  47.52395605]
 [185.98127735  66.44637956]
 [136.89632669  70.57941993]
 [210.66101086  97.38017247]
 [130.61857833  97.94920463]
 [170.47162527 118.84615143]
 [138.1398455  119.64756217]
 [198.18139049 126.98846061]
 [149.20394359 125.49343648]
 [189.29312876 185.36228956]
 [137.83692202 175.57025643]
 [190.6244384  221.55394844]
 [132.18573996 218.55868535]]"
321,"[[150.64427768  51.39142028]
 [155.3941312   39.98303177]
 [147.42881407  41.69716815]
 [169.2490535   41.11439869]
 [145.25227472  48.08776969]
 [185.89356658  66.0672566 ]
 [136.3622572   70.54811471]
 [211.30605836  97.38325158]
 [130.43710503  98.0624505 ]
 [170.19853204 118.46078414]
 [138.80317071 119.662133  ]
 [198.01001365 126.77411135]
 [148.24046851 125.26806325]
 [189.25544319 185.09786737]
 [137.52612203 174.92052917]
 [190.92674904 221.50585891]
 [131.53795046 218.75548648]]"
322,"[[149.60415733  51.71078675]
 [155.31952292  39.91208978]
 [147.38393313  41.59547766]
 [169.25987885  41.02723418]
 [145.18479589  48.02956813]
 [190.28682293  69.08050024]
 [137.89232491  69.24999681]
 [211.06785826  97.35111184]
 [126.50228769 101.65443736]
 [170.16404322 118.55368872]
 [139.13998901 119.84493685]
 [193.94387637 127.03695889]
 [148.67055758 125.42153733]
 [189.04336265 185.53909289]
 [137.64630263 175.12118445]
 [190.86094259 221.79294655]
 [131.65374243 218.97327096]]"
323,"[[149.55558183  52.05808758]
 [155.34552374  40.62602635]
 [147.52856781  42.27527119]
 [169.10452443  41.71747977]
 [145.12672163  48.79148281]
 [190.14777987  69.1397588 ]
 [137.91249833  69.10867135]
 [210.28977909  97.38481719]
 [126.29267602 101.5022091 ]
 [170.25015898 118.58018173]
 [139.43050828 119.08866167]
 [193.62797955 126.07311959]
 [148.8301232  124.87293335]
 [187.11286189 182.40941501]
 [137.38115234 174.24876769]
 [190.53043302 221.27296658]
 [131.52330072 218.47948504]]"
324,"[[149.70549801  51.90027987]
 [155.55633891  40.52053905]
 [147.6597152   42.1655841 ]
 [169.35582434  41.75809071]
 [145.13781876  48.67473677]
 [190.43451175  69.24234351]
 [137.83977097  69.26065507]
 [210.43619512  97.61624882]
 [125.97893458 101.58846493]
 [170.37523578 118.60083157]
 [139.24934308 119.16617066]
 [193.87754049 126.3541832 ]
 [148.40544277 125.3626217 ]
 [186.99402117 182.74994265]
 [137.10490945 174.80895996]
 [190.78307971 221.2662453 ]
 [131.24316954 218.66666773]]"
325,"[[150.41754806  51.97194136]
 [155.27299752  40.65989376]
 [147.47799636  42.3889685 ]
 [169.10051235  41.81342947]
 [145.18276294  49.09179959]
 [185.73844963  66.60712676]
 [136.88837115  70.57131011]
 [209.81014177  97.45231181]
 [129.56321154  98.57017585]
 [170.09670701 119.40404486]
 [139.81774532 118.40676428]
 [198.42094712 126.01385958]
 [149.90677877 124.90684996]
 [187.79091823 182.8178974 ]
 [136.68601505 171.1913839 ]
 [190.79380281 221.76945381]
 [130.81567076 218.07219511]]"
326,"[[150.35051053  52.07532044]
 [155.10884263  40.86393672]
 [147.36651583  42.53805072]
 [168.97475072  41.97792066]
 [145.17042196  49.17177708]
 [185.22583105  66.78370183]
 [136.52665562  70.67033603]
 [209.82680158  97.22972396]
 [129.39141056  98.55050596]
 [170.09069831 119.2363776 ]
 [139.5941102  118.29098064]
 [198.2489423  125.8240192 ]
 [150.0924108  124.52677996]
 [187.46037638 182.64659105]
 [136.60086094 170.54042424]
 [190.68371682 221.92235055]
 [130.9350177  217.99187034]]"
327,"[[150.33480933  52.28274566]
 [155.03292256  40.96073578]
 [147.27308091  42.63764674]
 [168.85844345  42.08221712]
 [144.95375147  49.4402587 ]
 [185.05722076  66.68992148]
 [136.71816181  70.55716722]
 [209.88192329  96.9627725 ]
 [129.22871546  98.4260046 ]
 [170.46060618 118.6796866 ]
 [139.06123007 118.43748854]
 [198.47336148 125.1508748 ]
 [150.39615568 124.05938773]
 [187.80696924 183.34835079]
 [136.53714965 169.78005526]
 [190.4654123  220.95144903]
 [130.78873015 217.00491292]]"
328,"[[150.16844658  52.31316787]
 [155.19668189  40.97951652]
 [147.41177349  42.66908363]
 [169.05561459  42.19554546]
 [144.95163779  49.32282246]
 [185.2114847   66.63589221]
 [136.41361237  70.74104289]
 [209.95743569  97.02249843]
 [129.30961633  98.21501264]
 [170.49499005 118.66785413]
 [138.72225101 118.27839286]
 [198.62700888 125.42213493]
 [150.15152777 124.46674439]
 [187.51763664 183.55953664]
 [136.89990975 169.87298661]
 [190.13508706 220.96574892]
 [131.10127281 217.04417964]]"
329,"[[150.18062006  51.79865992]
 [154.87595396  40.54314409]
 [146.90902097  42.4429464 ]
 [168.90555041  41.67422814]
 [144.71927888  49.3892514 ]
 [185.22617481  66.32655223]
 [136.62912377  71.14844947]
 [210.91281733  96.27420754]
 [129.21173879  98.09505906]
 [170.84214935 117.34834898]
 [138.0807837  117.98993459]
 [198.99521377 124.93952038]
 [149.94213674 124.83087908]
 [187.92878068 183.27109501]
 [137.06192052 169.18426466]
 [190.2914344  220.67834946]
 [130.9739599  216.53199314]]"
