,keypoints
248,"[[ 80.4396696  194.17748589]
 [ 89.81415    186.95733775]
 [ 77.01250352 186.67024488]
 [106.43635907 192.14022535]
 [ 74.93955645 193.61951098]
 [124.56033393 222.66355769]
 [ 74.81759424 227.80279919]
 [142.0368875  283.12765703]
 [ 74.33429682 281.45115458]
 [116.44331905 333.55619496]
 [ 86.04106029 325.54143963]
 [133.63285719 300.2588729 ]
 [ 91.40956195 301.60318521]
 [152.67090264 347.43140311]
 [ 57.54797725 324.83847656]
 [159.51942757 404.91063894]
 [ 70.13758665 378.68903739]]"
249,"[[ 80.37210725 194.11823719]
 [ 89.75700245 186.91346021]
 [ 77.03515935 186.57393794]
 [106.36810901 192.10327967]
 [ 75.06973588 193.5963803 ]
 [124.70280088 222.58913513]
 [ 74.89804518 227.91560588]
 [141.95456001 283.28441504]
 [ 74.29731766 281.35005598]
 [116.4606158  333.84203432]
 [ 86.12341877 325.45103615]
 [133.85255997 300.68063729]
 [ 91.66327293 301.57304941]
 [152.8788638  348.56348331]
 [ 57.42912441 324.35545813]
 [160.24868655 405.13043466]
 [ 69.60648028 378.61391208]]"
250,"[[ 81.82741056 198.81942043]
 [ 90.23193574 191.90537931]
 [ 76.18485312 190.34365253]
 [107.2264812  193.35742614]
 [ 76.46871679 195.49882623]
 [124.07454289 226.9596036 ]
 [ 74.77991203 230.77543904]
 [141.90134432 286.98723103]
 [ 69.91108693 284.76207074]
 [116.90008359 336.93402017]
 [ 86.92527932 328.29105374]
 [133.23997546 300.49125035]
 [ 91.09244021 302.50291678]
 [153.00437852 342.67934133]
 [ 60.01625061 325.87821399]
 [160.82316141 407.70814779]
 [ 72.06594033 380.35280918]]"
251,"[[ 81.81495311 198.57156304]
 [ 90.25695309 191.68048172]
 [ 75.98197949 190.21483471]
 [107.24911038 193.3892974 ]
 [ 76.29578795 195.46208781]
 [124.06482297 227.05202888]
 [ 74.81602756 230.86694126]
 [141.72674417 287.17758015]
 [ 69.76088456 284.8353115 ]
 [116.6959225  336.89151005]
 [ 86.80045297 328.12284705]
 [133.09512435 300.51230707]
 [ 91.06061222 302.39803603]
 [152.86434389 341.89429603]
 [ 59.61329019 325.60000478]
 [159.88800041 407.20309811]
 [ 71.93495724 380.15101207]]"
252,"[[ 80.52694235 201.56276598]
 [ 89.44975141 192.94146089]
 [ 77.40388079 193.80783623]
 [107.08920408 196.55345202]
 [ 77.43991769 198.93020051]
 [124.12166714 230.10066319]
 [ 74.94879524 232.61200191]
 [141.60791399 291.44371999]
 [ 70.92882965 290.29671284]
 [121.16052038 337.84383555]
 [ 84.93295912 328.45854119]
 [133.20467476 301.34659977]
 [ 90.90557587 302.64002222]
 [151.48881015 340.2624137 ]
 [ 41.54394576 321.62422833]
 [161.58983237 409.64953411]
 [ 69.48873863 383.60229972]]"
253,"[[ 80.50377339 201.6829242 ]
 [ 89.44056793 193.11258293]
 [ 77.43694693 193.95788096]
 [107.14628815 196.72026691]
 [ 77.4237418  198.96101695]
 [124.2097982  230.10001738]
 [ 74.94759175 232.68783342]
 [141.69055668 291.62245572]
 [ 71.10043772 290.61570957]
 [121.04872324 337.83433868]
 [ 85.00859941 328.7182604 ]
 [133.39568702 301.1764001 ]
 [ 91.22791542 302.4692193 ]
 [151.18412553 341.58003229]
 [ 61.14806152 329.98643324]
 [161.0329548  410.27270922]
 [ 73.75918723 381.94640036]]"
254,"[[ 79.43084181 204.50865188]
 [ 89.24433785 195.78590092]
 [ 77.2228087  196.57232634]
 [107.32973125 199.23798054]
 [ 76.38067303 202.28507691]
 [124.26631451 232.02662554]
 [ 74.91574243 234.21939917]
 [141.47441728 293.06742485]
 [ 71.78827472 292.59917673]
 [121.87523146 338.4388632 ]
 [ 86.57331585 329.16239644]
 [132.99601389 301.65160994]
 [ 96.57970008 308.98212553]
 [149.87720303 342.69844795]
 [ 63.06253135 330.51714052]
 [160.66897804 408.49565412]
 [ 75.40974669 382.59022385]]"
255,"[[ 79.44928474 204.36052463]
 [ 89.24308071 195.60286215]
 [ 77.1915458  196.37842087]
 [107.43428609 199.12676741]
 [ 76.62230841 202.13258898]
 [124.53774873 231.98265157]
 [ 74.91545588 234.23495597]
 [141.46295475 293.27464569]
 [ 71.8630887  292.74678239]
 [121.58654047 338.5299914 ]
 [ 86.39554104 329.14241994]
 [133.32882372 301.80907346]
 [ 96.92993194 309.34465358]
 [150.96894107 343.85850763]
 [ 63.14787124 330.32732671]
 [160.95095318 408.87253727]
 [ 74.99174124 381.87907747]]"
256,"[[ 81.64428998 203.80903892]
 [ 90.42640889 196.53680059]
 [ 78.06492637 197.09493678]
 [108.20118463 200.14768474]
 [ 75.72751415 203.45688311]
 [124.10563119 235.08236709]
 [ 75.13768273 235.89839387]
 [140.92041883 295.69169513]
 [ 82.30691623 289.92654091]
 [120.82698819 339.96812508]
 [ 85.43785281 329.23680938]
 [133.65425735 303.26510419]
 [100.19838854 311.0957021 ]
 [153.98552542 344.41397442]
 [ 64.06297565 331.21721981]
 [160.95211669 410.38025311]
 [ 74.4583335  382.39042179]]"
257,"[[ 81.63973323 204.01787117]
 [ 90.39866952 196.72436749]
 [ 78.1317197  197.29072062]
 [108.29305945 200.27832946]
 [ 75.7765496  203.53573703]
 [124.29037375 235.06157871]
 [ 75.05868251 235.8302615 ]
 [140.75510546 295.71882825]
 [ 82.41715801 290.00554513]
 [120.89422267 340.14596178]
 [ 85.45811398 329.38756237]
 [133.56566431 303.89812068]
 [100.30936136 311.56577094]
 [153.57748029 344.18459399]
 [ 64.43038631 331.36166168]
 [162.03670639 410.3123479 ]
 [ 75.26874313 382.49183608]]"
258,"[[ 81.17868915 205.13062821]
 [ 90.13945613 198.00842312]
 [ 77.94007337 198.48098525]
 [108.12812725 202.01045391]
 [ 75.55064696 204.97916526]
 [123.90211784 236.90920491]
 [ 75.46980418 236.51226977]
 [141.32279683 296.62958728]
 [ 82.37934986 290.74458915]
 [119.28829984 341.25098589]
 [ 91.49592974 315.80776851]
 [135.12301647 303.88808577]
 [100.45500364 312.14659585]
 [152.69861569 346.10532271]
 [ 63.93678621 329.66268053]
 [163.71294875 409.59016702]
 [ 74.04636552 381.47038757]]"
259,"[[ 81.27545925 205.15414322]
 [ 90.20462752 198.03990594]
 [ 78.00893917 198.55076025]
 [108.12789002 202.05106986]
 [ 75.56089266 205.09307963]
 [123.83665927 236.86717383]
 [ 75.48452867 236.54002467]
 [141.50873956 296.61161337]
 [ 82.41681149 290.67255763]
 [119.2868098  341.36043251]
 [ 91.51232554 315.87013708]
 [135.09072309 304.00652003]
 [100.41005715 312.14998337]
 [152.60837819 346.36001823]
 [ 63.72558908 330.10165018]
 [163.76088132 410.14928529]
 [ 73.95936399 381.90727434]]"
260,"[[ 81.02539874 205.59457055]
 [ 90.24331997 198.44493037]
 [ 77.75949706 198.90445644]
 [108.28148164 202.48667602]
 [ 74.88064248 205.85393529]
 [124.07160346 238.27304026]
 [ 75.50474287 237.6319633 ]
 [141.26603396 297.93585191]
 [ 82.06052617 291.27084928]
 [119.06137629 343.09032961]
 [ 92.40442492 343.13579351]
 [135.75150935 303.99804436]
 [101.06176797 311.93114914]
 [152.43473531 346.56567417]
 [ 44.54562834 317.68968308]
 [164.52304717 409.99603421]
 [ 64.82095659 384.60346908]]"
261,"[[ 80.99605237 205.60850497]
 [ 90.20409325 198.41920208]
 [ 77.74885352 198.91011146]
 [108.24405999 202.51669704]
 [ 74.85553433 205.90486754]
 [124.03562587 238.23665803]
 [ 75.52989233 237.66277081]
 [141.25060976 297.91425714]
 [ 82.01669121 291.28744787]
 [118.76546567 343.21173276]
 [ 92.34216036 343.14148284]
 [135.9007463  303.67909979]
 [101.13779477 311.88657605]
 [152.53379578 346.39373373]
 [ 44.57669415 317.58728156]
 [164.18566859 409.95666627]
 [ 64.74862691 384.28167435]]"
262,"[[ 80.81036488 206.784884  ]
 [ 90.03602349 199.26177418]
 [ 77.45586834 199.76613002]
 [108.2170713  203.18594411]
 [ 75.02804469 207.14672739]
 [125.01258902 238.70193726]
 [ 76.16466424 237.46618265]
 [141.03629826 298.66742362]
 [ 82.1432515  291.34819268]
 [119.35603145 344.56668822]
 [ 93.36240203 344.38195295]
 [134.61745901 305.92954709]
 [ 99.72282056 313.41044027]
 [150.2463363  347.28776266]
 [ 63.9155138  329.02794831]
 [163.17947303 410.57864793]
 [ 74.54960324 380.68060551]]"
263,"[[ 80.77330574 206.61604867]
 [ 90.06705398 199.15754747]
 [ 77.46825914 199.62489861]
 [108.25134494 203.18799199]
 [ 75.1321024  207.01282691]
 [124.81467132 238.91146678]
 [ 76.20424699 237.43912227]
 [141.03747777 298.71308792]
 [ 82.2164928  291.41827651]
 [119.52080904 344.40283946]
 [ 93.63515769 344.7435394 ]
 [134.98116676 305.84614788]
 [100.09009327 313.32182389]
 [149.07606418 348.28965056]
 [ 64.46310626 329.06411437]
 [162.96193155 410.95977303]
 [ 74.74511329 380.91346885]]"
264,"[[ 81.99039157 206.16488777]
 [ 90.89625861 198.85270133]
 [ 78.50558165 199.28519928]
 [108.81740232 203.29567897]
 [ 75.56817361 207.0260764 ]
 [125.55940781 239.31401096]
 [ 76.3174462  237.64920151]
 [141.66385787 299.60633971]
 [ 81.90551382 291.94807652]
 [119.00027257 345.20276419]
 [ 93.1991398  346.49397438]
 [134.98789327 306.96659839]
 [ 99.72523088 313.98008758]
 [148.59817583 349.3358151 ]
 [ 64.64291855 330.18939086]
 [161.32362429 410.84542733]
 [ 75.65969725 381.46120433]]"
265,"[[ 82.09984303 206.23255587]
 [ 90.95251586 198.95213843]
 [ 78.58431398 199.35320229]
 [108.84713919 203.41405902]
 [ 75.64529195 207.17330187]
 [125.62921521 239.34411846]
 [ 76.3068713  237.86734121]
 [141.59829602 299.66483899]
 [ 81.94468273 291.88309867]
 [118.90147932 345.25944068]
 [ 92.83520901 346.00949553]
 [134.7542949  306.70690389]
 [ 99.47177046 314.03574425]
 [148.63650577 348.70448756]
 [ 65.07374696 330.58120697]
 [161.72208693 410.90515472]
 [ 75.94895133 382.04988793]]"
266,"[[ 83.06207035 205.81251672]
 [ 91.70042602 198.79471815]
 [ 79.46842472 199.07496975]
 [109.29667476 203.64228854]
 [ 76.10763748 207.15438295]
 [126.30988522 240.02337779]
 [ 76.59026051 238.21335851]
 [142.01058386 294.39611671]
 [ 81.58440842 292.24758676]
 [119.72776629 345.77391173]
 [ 93.10602416 346.4328727 ]
 [134.96814322 306.93399966]
 [ 99.42438232 314.3676391 ]
 [146.71203912 366.70809495]
 [ 65.0371473  331.10074696]
 [161.14120143 410.00485028]
 [ 76.55135882 382.26084493]]"
267,"[[ 83.18914642 205.70131594]
 [ 91.80255638 198.69474986]
 [ 79.58084693 198.96207315]
 [109.37782474 203.57931741]
 [ 76.17446947 207.18269786]
 [126.38164448 239.99603741]
 [ 76.66790197 238.36313491]
 [141.99389286 294.47583021]
 [ 71.42753394 298.62772867]
 [119.27163216 345.95946781]
 [ 88.1315381  329.17810971]
 [135.31415968 306.84105966]
 [ 99.78313994 314.5064582 ]
 [146.25347001 366.89434332]
 [ 65.8147147  331.54239177]
 [160.41818117 409.90148315]
 [ 76.26952229 381.91499234]]"
268,"[[ 83.85970367 205.65823896]
 [ 92.34235894 198.73914727]
 [ 80.00381963 198.82838268]
 [109.73289724 203.51373563]
 [ 76.63225891 207.16543494]
 [126.75166537 240.24706545]
 [ 76.72054523 238.32008194]
 [142.16460663 295.00983167]
 [ 71.2215123  298.49447605]
 [119.25323454 346.47517006]
 [ 87.77318823 329.44811502]
 [135.21447305 308.02562466]
 [ 99.71657451 315.00060618]
 [143.36978412 369.13704855]
 [ 66.12760221 333.77015447]
 [152.85468027 433.58159047]
 [ 77.69992337 383.19929984]]"
269,"[[ 83.94023258 205.63217096]
 [ 92.4135321  198.79394332]
 [ 80.06629477 198.83799759]
 [108.41724506 205.18210778]
 [ 76.91573008 207.22593269]
 [126.87328972 240.10968207]
 [ 76.74898531 238.31703276]
 [142.01148149 295.13794536]
 [ 71.34804326 298.49517744]
 [119.00737626 346.67020516]
 [ 87.64104595 329.35923236]
 [135.25897273 307.63695724]
 [ 99.76535273 314.62710643]
 [143.55414684 368.96695654]
 [ 66.47367681 333.32939223]
 [153.34752635 433.57587608]
 [ 77.14663396 382.15950544]]"
270,"[[ 84.52262312 205.47893909]
 [ 92.78461922 198.72900803]
 [ 80.61120036 198.65461225]
 [109.05067054 205.02603811]
 [ 77.14520589 206.757117  ]
 [132.17786617 239.48413171]
 [ 76.93738234 237.87649082]
 [141.84191456 295.21722409]
 [ 71.42707146 297.95072654]
 [118.58388045 346.53785021]
 [ 87.41640778 329.08322614]
 [135.12943328 308.09273823]
 [ 99.54013247 314.76828775]
 [142.62326504 368.44360378]
 [ 65.71805405 333.4675724 ]
 [153.4640755  433.72289909]
 [ 76.0720564  381.87205947]]"
271,"[[ 84.61275334 205.48775928]
 [ 92.82608084 198.78409096]
 [ 80.72787545 198.66887127]
 [109.03134198 204.93492845]
 [ 77.24045863 206.81487783]
 [132.17607759 239.53523622]
 [ 77.06627631 237.99823642]
 [141.43295066 300.91103548]
 [ 71.43579314 297.70396858]
 [118.50389531 346.63588522]
 [ 87.08401578 329.01474274]
 [134.83369295 307.68526238]
 [ 99.43280279 314.5313904 ]
 [142.66948833 369.11600187]
 [ 66.24918724 333.98478586]
 [153.20051631 433.88895014]
 [ 76.16587374 381.95803913]]"
272,"[[ 84.5926431  205.30128907]
 [ 92.97093912 198.74319088]
 [ 80.60035158 198.50284767]
 [108.99234099 204.42546181]
 [ 77.84394566 206.23010813]
 [132.4328966  239.38053776]
 [ 77.41913373 237.67042019]
 [141.59455692 295.24848284]
 [ 71.06561498 298.03021939]
 [117.80438586 346.92115085]
 [ 86.28754231 328.66164979]
 [135.31256984 307.4851007 ]
 [ 93.59903883 312.8679645 ]
 [144.01286389 367.49723078]
 [ 63.89271935 331.94706619]
 [155.49668831 434.02768106]
 [ 75.50898109 382.12832802]]"
273,"[[ 84.59679336 205.33777219]
 [ 92.99185535 198.75483377]
 [ 80.59413552 198.48192135]
 [109.21866812 204.55874325]
 [ 77.6251747  206.12527337]
 [132.37781436 239.45857362]
 [ 77.35069042 237.61017912]
 [141.49009604 295.22204527]
 [ 71.03294601 298.14017249]
 [118.00676503 346.93579077]
 [ 86.35937553 328.6536559 ]
 [135.37975968 307.43233469]
 [ 93.65628551 312.85834822]
 [143.60252922 367.88144629]
 [ 63.78718392 331.88155853]
 [155.78680753 433.89812068]
 [ 75.35179631 382.08684048]]"
274,"[[ 84.04124757 204.60051389]
 [ 92.49842752 197.80417047]
 [ 80.21068958 197.63895532]
 [108.91327514 203.0251061 ]
 [ 77.7304539  205.5086681 ]
 [127.13763292 239.50542451]
 [ 77.41845802 237.05897925]
 [140.58732779 294.58247334]
 [ 70.87282113 297.47013482]
 [117.66793906 346.26133339]
 [ 85.9398977  329.02767517]
 [135.68032236 306.82688642]
 [ 93.09431973 312.5361074 ]
 [143.87262667 368.31165614]
 [ 65.10532706 333.98030028]
 [155.04485937 434.14668117]
 [ 74.76159238 382.69565843]]"
275,"[[ 84.08358049 204.55263837]
 [ 92.50627623 197.77850738]
 [ 80.2333934  197.59063989]
 [108.77633154 202.970903  ]
 [ 77.71791716 205.34535603]
 [127.25445595 239.48539379]
 [ 77.34884386 237.04970268]
 [140.86775558 294.45555963]
 [ 70.72208564 297.3690472 ]
 [117.87202684 346.0803535 ]
 [ 85.85837087 329.18087683]
 [135.92977646 306.880465  ]
 [ 93.28769601 312.52565316]
 [143.72691975 368.59682483]
 [ 65.13213115 334.2799018 ]
 [154.91590176 434.54503316]
 [ 74.56976945 383.06291225]]"
276,"[[ 84.95326994 202.35871263]
 [ 93.13706548 195.4661328 ]
 [ 80.52415018 195.29088067]
 [108.94043842 200.28389663]
 [ 78.98146617 202.61258568]
 [126.42099931 237.22161945]
 [ 76.44910501 235.87762299]
 [142.08402908 296.78126538]
 [ 70.94032616 295.61796024]
 [119.39361969 343.57972092]
 [ 85.17813734 328.74261817]
 [135.11155152 304.37706942]
 [ 93.64343356 309.96170905]
 [144.7582581  351.76226567]
 [ 67.44372794 334.9241254 ]
 [156.87825465 411.93810407]
 [ 74.59835281 382.91705525]]"
277,"[[ 84.97307297 202.3645104 ]
 [ 93.15046153 195.45272683]
 [ 80.51963874 195.28322717]
 [108.96912906 200.31879855]
 [ 78.88042853 202.54473915]
 [126.50295363 237.36391049]
 [ 76.46467782 235.95839303]
 [142.05120817 296.89874433]
 [ 71.03101881 295.84065004]
 [119.20246382 343.52397778]
 [ 85.20125732 328.84972592]
 [135.31626821 304.24900789]
 [ 93.70882215 309.90304232]
 [144.921515   351.52516998]
 [ 67.68891708 334.90670258]
 [158.19516717 411.80593957]
 [ 74.8490877  382.76020253]]"
278,"[[ 84.17576052 202.12539908]
 [ 92.62669575 194.86646583]
 [ 79.70301172 194.91179384]
 [109.76064461 199.35736463]
 [ 78.68000587 201.30119791]
 [126.52041298 234.62772671]
 [ 75.89905825 235.23054581]
 [142.04542592 295.36860812]
 [ 71.10943261 294.45852715]
 [120.48466368 340.74171278]
 [ 85.15404844 329.42043012]
 [134.11790465 303.35799477]
 [ 92.00240677 308.8715033 ]
 [148.70937655 349.0715928 ]
 [ 67.43238078 336.86754484]
 [157.40162314 412.85911042]
 [ 74.86017839 383.83655486]]"
279,"[[ 84.21197534 201.20230229]
 [ 92.64894642 194.88621722]
 [ 79.68466741 194.91527333]
 [109.62953207 199.30309289]
 [ 78.80632226 201.3857645 ]
 [126.7052375  234.42551303]
 [ 75.7343946  235.25840434]
 [141.97735313 295.40270982]
 [ 70.95760026 294.5425399 ]
 [120.29906148 341.13415205]
 [ 84.82415839 329.32530223]
 [134.07443021 303.35677044]
 [ 91.99263887 308.6274754 ]
 [148.79051588 349.1147446 ]
 [ 67.32003027 336.91234373]
 [157.57613449 412.54837181]
 [ 74.04809679 383.2759494 ]]"
280,"[[ 84.37661299 198.85128208]
 [ 92.11460874 192.25310273]
 [ 79.40853649 192.33988466]
 [108.4331454  196.11675604]
 [ 79.34823777 198.12894439]
 [126.38667104 230.23730539]
 [ 76.09983342 233.01247007]
 [141.69553592 291.60191646]
 [ 70.89085623 290.12201111]
 [120.81421754 338.63849094]
 [ 87.69926488 328.74258797]
 [132.00712874 300.79009077]
 [ 90.51612045 301.39417573]
 [146.66329689 345.404413  ]
 [ 66.04521241 334.45185082]
 [158.60435798 410.57876563]
 [ 74.14251655 383.13993378]]"
281,"[[ 84.53696444 198.95564056]
 [ 92.26844359 192.33226205]
 [ 79.49624239 192.50703721]
 [108.48211054 196.01917123]
 [ 79.5302508  198.39768967]
 [126.81580382 230.26408988]
 [ 76.06042994 233.12184875]
 [141.68359759 291.84022208]
 [ 71.22532803 290.13990129]
 [120.94865986 338.73522887]
 [ 88.06041924 328.77438511]
 [132.24094456 300.83866494]
 [ 90.47395813 301.24033719]
 [146.84285096 345.09120991]
 [ 66.12361571 334.54145546]
 [158.73560097 410.62180864]
 [ 74.34852086 382.84424342]]"
282,"[[ 84.75787118 196.90888795]
 [ 92.80158311 189.71153816]
 [ 80.91077679 189.38232979]
 [108.72725978 192.24535384]
 [ 79.2935287  193.52545439]
 [126.83750206 226.26795057]
 [ 77.06404258 232.55796112]
 [140.45710704 287.36216306]
 [ 70.51355972 284.54199433]
 [114.86155676 336.74261005]
 [ 88.14421345 327.55197539]
 [133.16563437 300.76784129]
 [ 90.11566831 299.89308691]
 [149.95769262 347.24198135]
 [ 65.09337973 327.21988289]
 [158.4473388  409.06898166]
 [ 74.71831385 380.94222436]]"
283,"[[ 84.83084192 196.91735127]
 [ 92.89032858 189.74728524]
 [ 80.94077888 189.41812079]
 [108.62492167 192.2855141 ]
 [ 79.25563125 193.51021054]
 [126.71795684 226.2773143 ]
 [ 77.12376821 232.59603643]
 [140.63622529 287.63241063]
 [ 70.58303193 284.4964467 ]
 [114.56088413 336.54066951]
 [ 88.14412682 327.42463859]
 [133.57837849 300.44783845]
 [ 90.32186988 299.84042487]
 [150.30917262 347.75439491]
 [ 65.76219538 327.20915482]
 [159.47910081 408.71549925]
 [ 74.50677719 380.53911468]]"
284,"[[ 82.75735141 192.01978232]
 [ 91.05868402 184.69642227]
 [ 79.46607904 184.28394282]
 [108.0089612  189.28456964]
 [ 77.7632315  190.71314435]
 [127.13082444 219.78433584]
 [ 76.90896758 227.06330255]
 [141.04880968 281.51491015]
 [ 70.96977249 282.80823617]
 [114.48666457 331.63889841]
 [ 84.48373009 326.04157959]
 [134.49061776 300.80039746]
 [ 91.54575686 300.61937459]
 [151.97544583 354.82699761]
 [ 59.88517156 328.4894242 ]
 [162.7856148  406.49374843]
 [ 71.32787338 379.62915998]]"
285,"[[ 82.76942369 192.08024163]
 [ 91.07478644 184.69741739]
 [ 79.35202684 184.34180591]
 [107.93878095 189.29848552]
 [ 77.60827645 190.66458391]
 [127.05087528 219.82836608]
 [ 76.79079845 227.11007967]
 [141.27618837 281.17101725]
 [ 70.90845952 282.89695137]
 [114.53391543 330.95809218]
 [ 84.88222338 326.20304967]
 [134.52657269 300.97280012]
 [ 91.6232577  301.08903277]
 [151.73745026 354.61643728]
 [ 59.95841619 328.42390968]
 [162.24272769 406.4737637 ]
 [ 71.03842471 379.84463139]]"
286,"[[ 84.19582411 187.00318014]
 [ 91.52914382 180.0141683 ]
 [ 80.65426364 180.08130143]
 [109.86930922 184.95511363]
 [ 77.60777    187.34026591]
 [131.60452783 215.40728758]
 [ 78.00718057 223.37973868]
 [141.23788443 277.25388607]
 [ 72.45866038 279.26591709]
 [115.25641124 324.78830454]
 [ 84.43898385 323.37809475]
 [134.47282914 299.88559757]
 [ 93.43938442 291.84727851]
 [154.81368244 353.32254576]
 [ 56.57908872 326.74700782]
 [162.48021881 404.88939693]
 [ 67.22708133 382.86570094]]"
287,"[[ 84.22635664 186.93868819]
 [ 91.53371757 179.92296529]
 [ 80.6305869  180.0119056 ]
 [109.78127562 184.95013049]
 [ 77.5272744  187.28034121]
 [131.55988388 215.44248048]
 [ 77.8957073  223.34473726]
 [141.12084016 277.31014496]
 [ 72.58663607 279.41578888]
 [114.69209179 324.81655906]
 [ 84.73350572 323.20248438]
 [134.17461705 299.26874867]
 [ 93.26213472 291.06348157]
 [154.74237083 350.31551734]
 [ 56.3127417  325.81482834]
 [163.01496133 402.98905378]
 [ 66.95485944 382.1378544 ]]"
288,"[[ 83.72677572 181.27618925]
 [ 92.02393941 174.13522427]
 [ 79.58921142 174.18779264]
 [108.74972669 178.28740239]
 [ 78.05532439 182.26939646]
 [127.90748022 216.5277628 ]
 [ 77.7118557  214.85355462]
 [141.46607144 270.81320747]
 [ 72.31044784 274.81002246]
 [118.22350351 319.00191671]
 [ 87.54711699 317.62512628]
 [135.01794768 297.98593179]
 [ 94.82393872 294.12000755]
 [155.84499768 345.8061333 ]
 [ 55.42225497 327.40788765]
 [164.59088074 405.80763925]
 [ 66.94386107 382.92690282]]"
