,keypoints
42,"[[108.87097953 117.06389522]
 [116.55833084 110.13731268]
 [105.49036027 107.27429036]
 [130.0452048  114.8912808 ]
 [ 99.1104086  113.82540398]
 [151.22284963 140.42402251]
 [ 94.45938686 137.21936475]
 [179.85426269 107.62656292]
 [ 52.64803253 110.83326839]
 [155.86890066  60.07986341]
 [ 65.15804996  63.60675148]
 [131.52782565 252.10648951]
 [ 87.7098751  252.11796279]
 [137.82970805 328.50312628]
 [ 85.66591221 332.81597039]
 [145.96515287 396.68618875]
 [ 83.42883861 394.707228  ]]"
43,"[[108.46338772 117.4227733 ]
 [116.04486841 109.55557103]
 [104.45131915 107.72713062]
 [129.58184003 115.3264255 ]
 [ 99.58455318 112.72460394]
 [150.1104266  137.41535513]
 [ 96.70912916 137.239424  ]
 [168.81098777  96.2130338 ]
 [ 53.23256484 107.68193445]
 [157.96401973  53.95153761]
 [ 65.28887978  52.83741844]
 [131.55765415 251.62466523]
 [ 87.0571637  256.49157627]
 [137.69562059 328.28549658]
 [ 85.66812995 332.98859596]
 [146.09232556 396.61645662]
 [ 83.45455116 394.62329691]]"
44,"[[108.3456504  117.463787  ]
 [115.99260532 109.50714771]
 [104.51320921 107.77722969]
 [129.46010139 115.18847121]
 [ 99.69687477 112.71189491]
 [150.38222467 137.57126535]
 [ 96.39972685 136.91058498]
 [168.68935742  96.12566832]
 [ 53.16355377 107.88921058]
 [157.95066266  53.74551588]
 [ 52.65155038  49.16978685]
 [131.44957012 251.69866547]
 [ 86.75986965 256.4048145 ]
 [137.603998   328.27666333]
 [ 85.66621875 332.79879432]
 [146.03620508 396.69394444]
 [ 83.34327914 394.80348061]]"
45,"[[107.86695506 117.23898813]
 [115.39871493 108.79443866]
 [103.68793914 107.40608804]
 [128.47733068 114.41444128]
 [ 99.97881525 111.27230341]
 [148.58216854 135.54442627]
 [ 95.96469854 136.31068916]
 [169.34723499  93.60477082]
 [ 58.78177474 105.69516552]
 [161.54538101  44.10510935]
 [ 66.27531363  56.513875  ]
 [130.97978438 251.62458061]
 [ 85.93735843 256.92138708]
 [137.20696976 328.68849887]
 [ 85.83764956 333.45852803]
 [146.15554173 396.52806055]
 [ 83.38810502 394.63889394]]"
46,"[[107.8986018  117.55389336]
 [115.38407306 108.87692402]
 [103.61223687 107.56632992]
 [128.81238723 114.43737437]
 [ 99.83963093 111.55503449]
 [148.56124665 135.46527099]
 [ 95.88279154 136.2728446 ]
 [169.3858588   93.39813295]
 [ 58.50954952 105.75005077]
 [162.63657594  48.07541177]
 [ 66.6804518   56.52577447]
 [131.03033319 251.60590804]
 [ 86.11450018 256.91778   ]
 [137.04377883 329.01801103]
 [ 86.00648945 333.72033021]
 [146.111149   396.78971077]
 [ 83.44227964 394.52510054]]"
47,"[[108.60931188 122.67084336]
 [116.32510894 108.65479688]
 [105.11518087 107.13514384]
 [128.89590589 114.75239504]
 [100.47060777 111.23033717]
 [146.08358922 131.89862189]
 [ 96.21244602 135.56847216]
 [168.66132384  93.97170584]
 [ 60.00950744  98.96632707]
 [163.19208175  42.72114928]
 [ 66.81551519  54.48827235]
 [130.90388353 249.43413192]
 [ 86.970963   252.5868767 ]
 [136.84964104 329.15887785]
 [ 85.91879821 333.62267262]
 [145.67240158 397.05351611]
 [ 83.69363028 394.635501  ]]"
48,"[[108.67951912 122.43263013]
 [116.20573131 108.58132298]
 [105.06069305 107.11285625]
 [128.71123797 114.66403385]
 [100.51285606 111.07630647]
 [146.29027858 131.87152809]
 [ 96.2844745  135.499533  ]
 [168.62986502  93.62232957]
 [ 59.81696948  98.7083233 ]
 [163.20454586  42.92242282]
 [ 66.55222022  54.64021079]
 [130.98454305 249.53924507]
 [ 87.13793634 252.5964974 ]
 [136.7884367  329.16314424]
 [ 85.92329233 333.63047252]
 [145.59607691 397.16257238]
 [ 87.57825577 407.95088019]]"
49,"[[108.21519975 117.92438347]
 [115.94573496 107.89577611]
 [105.31849832 105.82530748]
 [128.28728501 112.99006465]
 [100.55522563 110.52807012]
 [147.47068112 131.19219931]
 [ 96.2290384  135.02572309]
 [166.85415469  94.5431761 ]
 [ 61.70835465  98.02338947]
 [163.48754856  38.21274512]
 [ 68.12898061  50.93261232]
 [130.56089363 249.77620908]
 [ 87.68636962 252.67698306]
 [137.12424243 328.75989086]
 [ 85.71439322 333.0240091 ]
 [145.69798952 396.60879211]
 [ 83.44908812 394.41449976]]"
50,"[[107.88708796 117.97323298]
 [115.86838005 107.70055557]
 [105.32706006 105.7166028 ]
 [128.37122383 112.98460638]
 [100.75277749 110.4968208 ]
 [147.27190577 131.1939096 ]
 [ 96.28956037 135.11270175]
 [167.24651822  94.8005506 ]
 [ 61.48218146  97.43529918]
 [163.43524782  38.08475552]
 [ 68.04556225  50.66750768]
 [130.79965355 249.48306294]
 [ 87.67319214 252.64610121]
 [137.176181   328.66712859]
 [ 85.84456932 333.03731562]
 [145.7263603  396.60990006]
 [ 83.58375234 394.39257965]]"
51,"[[105.61326809 116.78697167]
 [115.28224775 107.74532623]
 [103.54295725 106.74768608]
 [128.249932   113.05862269]
 [ 99.49748368 110.6570765 ]
 [147.87499964 132.50855147]
 [ 96.13998373 135.61345903]
 [167.77689723  94.47213708]
 [ 66.7388836   96.75145224]
 [161.76713572  39.59877415]
 [ 68.16697535  48.94414156]
 [130.6122631  249.99734086]
 [ 86.38800953 255.8983641 ]
 [138.06436836 328.94247422]
 [ 85.50287122 332.98846748]
 [146.13235278 396.71334334]
 [ 83.40280752 394.44058646]]"
52,"[[105.47905768 116.62478188]
 [115.32226431 107.64950465]
 [105.06333061 102.52854124]
 [128.08186445 112.97116862]
 [ 99.37205692 110.4697574 ]
 [147.83147522 132.15957584]
 [ 90.31821275 137.62079836]
 [167.7738905   94.62725087]
 [ 66.8864148   99.34699618]
 [161.69302412  39.63559226]
 [ 67.66731813  49.27439886]
 [130.76006981 249.54703806]
 [ 88.0450446  252.68034561]
 [138.08739804 328.8629411 ]
 [ 88.01977087 327.63502784]
 [146.19930338 396.81865576]
 [ 83.15844329 394.55062634]]"
53,"[[103.31034808 116.94358576]
 [113.73745262 108.67447138]
 [105.84404868 103.1587746 ]
 [128.50355835 113.23099337]
 [101.25029561 110.73501607]
 [148.58938952 132.81993536]
 [ 91.85217774 137.16128688]
 [163.12235364  94.09907377]
 [ 71.75121759  92.06774907]
 [158.42220567  39.54106375]
 [ 69.74169593  45.17509282]
 [130.31594531 249.63095948]
 [ 88.74931993 252.427472  ]
 [138.08873747 328.44390212]
 [ 87.80558865 327.33290512]
 [146.02352507 396.46091457]
 [ 83.74851061 394.15463858]]"
54,"[[103.48850274 117.02508267]
 [113.81800769 108.56121331]
 [105.82581499 103.35442133]
 [128.17197868 113.1537784 ]
 [101.10693704 110.92599682]
 [148.55473071 132.72307213]
 [ 91.70531131 137.12200281]
 [163.11065655  93.95832195]
 [ 71.35765856  92.03791267]
 [158.47407193  39.41058471]
 [ 69.42618419  45.38492056]
 [130.39089123 249.48760874]
 [ 88.78410776 252.35303175]
 [138.09654653 328.46666391]
 [ 87.87766243 327.27793663]
 [145.98095891 396.48736735]
 [ 83.77158427 394.14354797]]"
55,"[[103.11248436 117.06053725]
 [112.05755909 108.04789759]
 [103.89464183 103.89652938]
 [128.48962953 112.37322002]
 [100.07612579 111.70509202]
 [148.8271192  132.50407682]
 [ 92.82894164 138.15941953]
 [160.15001591  92.90207551]
 [ 74.30305925  92.02769413]
 [156.14401334  38.28831405]
 [ 70.27347169  44.32057029]
 [131.05846107 248.44041209]
 [ 89.00897417 252.2562445 ]
 [138.12487599 328.01231851]
 [ 87.80672817 326.77507155]
 [146.68628592 396.21828748]
 [ 83.40776211 394.44925531]]"
56,"[[103.13455377 117.0517786 ]
 [112.08620474 108.11020559]
 [104.10252802 103.81242837]
 [128.42605617 112.38024214]
 [100.25679939 111.47591444]
 [148.84624718 132.5566612 ]
 [ 92.75971999 138.05630782]
 [160.18757683  93.50225591]
 [ 73.88907279  92.38658334]
 [156.12226312  38.36969491]
 [ 70.24064279  44.6110384 ]
 [130.89340292 248.48821651]
 [ 89.08040823 252.22973093]
 [138.29701084 327.97743103]
 [ 87.9348438  326.88910464]
 [146.59844274 396.41850694]
 [ 83.4575539  394.41102393]]"
57,"[[103.23678292 117.31668223]
 [112.34416028 108.07296474]
 [103.90119775 103.78726037]
 [129.25897703 112.34141741]
 [100.26364186 111.6145726 ]
 [148.82101109 134.82376018]
 [ 92.84923713 137.98502013]
 [159.97255663  92.88419902]
 [ 74.33608541  92.0085363 ]
 [156.03288725  38.7404912 ]
 [ 70.56047406  43.91244888]
 [131.71560777 247.43944186]
 [ 89.31049596 252.14973984]
 [138.57549777 327.18993152]
 [ 87.68012657 326.26655169]
 [146.90181224 396.81409961]
 [ 82.7669254  394.75843434]]"
58,"[[103.37632443 117.36354792]
 [112.2010566  107.86556981]
 [103.96590929 103.54843514]
 [129.09683333 112.06580446]
 [100.46431974 111.41270156]
 [149.02965563 134.2668163 ]
 [ 93.08480772 138.01026273]
 [160.07020103  92.20069538]
 [ 74.57126349  91.23650664]
 [155.415712    38.50209285]
 [ 70.74759828  43.57709751]
 [131.71346251 246.94834397]
 [ 89.44318117 251.96791355]
 [138.57745761 326.93485962]
 [ 87.94648825 326.07138848]
 [146.77003082 397.05742159]
 [ 83.42745785 394.42969202]]"
59,"[[103.08354049 117.61190406]
 [112.26258448 108.09046685]
 [103.98771881 103.48350922]
 [129.22657462 111.74163142]
 [ 99.85854633 111.21803085]
 [149.52487738 134.29630146]
 [ 92.60401726 137.88750345]
 [160.1094066   92.35190646]
 [ 73.601498    92.87357163]
 [155.16477319  39.20716156]
 [ 69.73783622  44.78000164]
 [131.79054319 247.56798198]
 [ 89.39474031 252.22746528]
 [137.74554067 326.97364428]
 [ 88.21803176 325.26178503]
 [146.15994522 396.83894848]
 [ 82.95481464 394.20149874]]"
60,"[[103.42278229 117.62170435]
 [112.42206496 108.58948552]
 [104.06239684 103.88295347]
 [129.98078314 112.3653172 ]
 [100.19569367 111.88430938]
 [149.69290828 135.29576863]
 [ 92.74699732 137.91777468]
 [160.62086054  93.48814813]
 [ 73.23875272  93.48752274]
 [156.21310771  39.30709723]
 [ 69.57355308  44.37955027]
 [132.08479435 247.73726227]
 [ 89.2773082  252.52628727]
 [138.12504426 325.93124202]
 [ 88.43253118 324.72556562]
 [147.21799104 395.52472658]
 [ 82.40463127 393.53974806]]"
61,"[[105.02211322 117.39098105]
 [112.45964654 108.58342284]
 [104.41933922 104.10229416]
 [128.77301207 112.21769247]
 [100.23648924 111.71846002]
 [149.20974548 135.72947524]
 [ 92.79083228 137.9705946 ]
 [160.75847219  93.33819835]
 [ 72.73236832  94.37767885]
 [158.47275248  40.18752272]
 [ 68.63666447  45.2991507 ]
 [132.20542845 247.17192928]
 [ 89.38593084 252.11954046]
 [138.58100446 325.89005114]
 [ 88.50299231 324.60562528]
 [146.69142243 396.33799366]
 [ 82.67428023 393.90216007]]"
62,"[[105.36691935 117.37439349]
 [112.60690186 108.71677746]
 [104.52266791 104.09415027]
 [128.82774646 112.3170783 ]
 [100.22830001 111.68527178]
 [149.16197484 135.68134272]
 [ 92.92412308 138.0489279 ]
 [160.82471709  93.46717986]
 [ 72.85060209  93.97863393]
 [158.32299492  40.30501437]
 [ 68.23781841  45.18030657]
 [132.20725119 247.0129936 ]
 [ 89.41136868 252.14056398]
 [138.65418145 325.98090324]
 [ 85.29046692 331.36466592]
 [146.61000323 396.38295013]
 [ 82.56574573 394.00817292]]"
63,"[[105.51922617 117.09386114]
 [112.69085033 108.53651363]
 [104.66292378 103.88145456]
 [129.07221532 112.0201531 ]
 [100.01066723 111.42658762]
 [148.86677324 135.65015004]
 [ 92.80209956 138.03971611]
 [161.46862118  93.09126515]
 [ 72.71173963  94.75545753]
 [158.89432843  40.80110358]
 [ 68.56948863  45.3644289 ]
 [131.85344449 247.54055317]
 [ 89.55535482 252.09055954]
 [138.74327444 325.56361522]
 [ 85.17661598 330.50709167]
 [147.32751313 395.85344956]
 [ 82.2451981  393.80349676]]"
64,"[[105.54316681 117.10701431]
 [112.75063211 108.57204212]
 [104.67791617 103.73620323]
 [129.00659816 112.12101091]
 [100.10554746 111.19998582]
 [148.7267626  135.79635183]
 [ 92.73181435 138.0069361 ]
 [161.64689512  93.45834384]
 [ 72.82271178  94.67396857]
 [158.72517434  40.69244933]
 [ 68.57106663  45.57077666]
 [131.82633136 247.3766683 ]
 [ 89.5266945  252.13703842]
 [138.53793651 325.38281606]
 [ 85.12990756 330.55184369]
 [147.42134847 395.7471245 ]
 [ 82.1751348  393.8068455 ]]"
65,"[[103.60635467 119.0157778 ]
 [113.00926786 108.7255672 ]
 [104.59948771 104.02990542]
 [129.53206923 112.16856182]
 [ 99.88778141 111.36098683]
 [148.88614912 135.71314326]
 [ 92.9723322  137.985791  ]
 [162.57344573  93.68364842]
 [ 73.07612622  95.33057441]
 [166.0362562   37.61350137]
 [ 68.57905129  46.35070284]
 [131.59579216 247.61328038]
 [ 89.41260799 252.39222188]
 [138.81018706 325.31968504]
 [ 85.32372632 330.911233  ]
 [147.96713035 396.13870393]
 [ 82.03386402 393.9251315 ]]"
66,"[[103.58812898 119.07603291]
 [113.03952218 108.79830131]
 [104.63377067 104.07819267]
 [129.56991003 112.22229767]
 [ 99.92900413 111.25389297]
 [148.84321912 135.79292297]
 [ 92.9491206  137.92955327]
 [162.64272669  93.77859   ]
 [ 73.24054263  95.13200116]
 [165.97633865  37.6503927 ]
 [ 68.71134383  46.44855107]
 [131.60426045 247.58417236]
 [ 89.42176932 252.41588958]
 [138.70002524 325.3605264 ]
 [ 85.22512498 330.81179882]
 [148.03270686 396.06331322]
 [ 82.02943787 393.8256393 ]]"
67,"[[103.88713298 119.07352412]
 [113.6120162  108.74093697]
 [104.69053221 103.77884985]
 [129.37165014 112.63977729]
 [ 99.84324075 111.1157729 ]
 [148.64085461 135.67796774]
 [ 92.52167844 137.78637004]
 [162.88269144  94.12634163]
 [ 73.08417884  96.27395927]
 [166.46213102  37.8924893 ]
 [ 68.75361145  46.75292389]
 [131.39083658 247.21244841]
 [ 89.18353002 252.24852197]
 [139.0213672  325.01886165]
 [ 85.23546331 330.90581479]
 [148.07516507 396.16419106]
 [ 81.90042262 394.05443214]]"
68,"[[103.87034535 118.94114414]
 [113.58409324 108.94947025]
 [104.80414592 103.9620756 ]
 [129.13605523 112.80263779]
 [ 99.87280169 111.24445946]
 [148.64671349 135.61737279]
 [ 92.49298913 137.7161157 ]
 [162.95757138  94.01128831]
 [ 72.88326973  95.61050728]
 [166.34450299  37.85031238]
 [ 68.70658983  46.65033991]
 [131.4627401  247.07248543]
 [ 89.18965762 252.22677454]
 [139.03062166 324.88568006]
 [ 85.19408732 330.79788444]
 [148.05715395 396.14403787]
 [ 82.13646168 393.96290975]]"
69,"[[104.01542187 119.04978458]
 [114.13402006 108.60287493]
 [104.87794698 103.93669623]
 [129.79399044 112.80521704]
 [100.15108037 111.44482122]
 [148.73406754 135.69707928]
 [ 92.48316392 137.53873228]
 [162.81750809  94.1247916 ]
 [ 72.37780227  94.68358996]
 [166.2547886   38.04245842]
 [ 68.17705854  45.89484126]
 [131.53325088 247.27229459]
 [ 89.29825642 252.35158947]
 [139.23674226 324.74860887]
 [ 85.23893386 330.8895657 ]
 [148.10605612 396.01443469]
 [ 82.11987396 393.8768484 ]]"
70,"[[103.98589691 118.96525945]
 [114.08290915 108.55989882]
 [104.84415448 103.88861068]
 [129.8811489  112.8443305 ]
 [100.08593968 111.43134133]
 [148.8784177  135.58867784]
 [ 92.4754978  137.60853901]
 [162.96317903  93.99919198]
 [ 72.59040782  94.97460118]
 [166.19306514  37.94351604]
 [ 68.13956493  46.03985635]
 [131.47086453 247.17869652]
 [ 89.24977526 252.33266581]
 [138.99247132 324.88631106]
 [ 85.17289088 330.79033874]
 [147.96370512 396.03524685]
 [ 82.04955944 393.84972145]]"
71,"[[103.92658577 118.65063596]
 [113.98712197 108.59358164]
 [105.05870455 104.06686859]
 [129.02810947 112.70481097]
 [100.24213954 111.4572878 ]
 [148.44766359 135.54234126]
 [ 92.6029617  137.74398037]
 [162.90845664  93.99116275]
 [ 72.18106141  94.94657367]
 [165.85452971  37.80316348]
 [ 68.55431766  46.06436952]
 [131.50279148 247.6642339 ]
 [ 89.2687183  252.1843158 ]
 [138.41464686 325.04855438]
 [ 85.09965358 330.48762923]
 [147.3729221  396.57835372]
 [ 82.03503752 394.05066067]]"
72,"[[107.12146089 117.02493718]
 [113.94839737 108.5004063 ]
 [101.04065948 107.83095932]
 [129.15390041 112.61038331]
 [100.24046624 111.39440164]
 [148.30273501 135.76147195]
 [ 97.33462497 135.08713312]
 [162.81561022  94.13814509]
 [ 72.30235323  95.22444242]
 [165.75055463  37.69918419]
 [ 68.52265359  46.16053648]
 [131.63568944 247.65928264]
 [ 87.41798579 255.84762194]
 [138.56536069 324.95732107]
 [ 85.0221394  330.78482935]
 [147.5879453  396.36410798]
 [ 82.19052701 393.94205477]]"
73,"[[104.0358653  118.88106034]
 [113.96272186 108.62243062]
 [104.79904672 104.05455536]
 [129.1995746  112.7041147 ]
 [100.16294074 111.48581904]
 [148.40911975 135.62571976]
 [ 92.75251768 137.97985612]
 [163.4339497   94.21701993]
 [ 71.87844226  94.80485032]
 [166.52184865  37.82217556]
 [ 68.66011064  45.68453553]
 [131.70851091 247.70619185]
 [ 89.31926095 252.29659508]
 [138.684677   324.91104734]
 [ 85.14836382 330.69438867]
 [147.38177106 395.70728507]
 [ 82.26156124 393.76921369]]"
74,"[[104.12116288 118.84194757]
 [114.03811359 108.62091996]
 [104.837348   104.07812912]
 [129.01966535 112.73354046]
 [100.20650048 111.35752275]
 [148.24251492 135.70813121]
 [ 92.83256412 138.01037049]
 [163.15097631  94.36574018]
 [ 71.848059    94.59587289]
 [166.80143013  37.75017226]
 [ 68.79233388  45.92689184]
 [131.66420565 247.84165877]
 [ 89.32692957 252.29194775]
 [138.81800378 324.93602608]
 [ 85.09675746 330.5693458 ]
 [147.52549548 395.79498211]
 [ 82.24414187 393.77175563]]"
75,"[[104.17955573 118.82019738]
 [114.11941884 108.18605566]
 [105.15732188 103.77803753]
 [128.66116629 112.28308948]
 [100.37128674 110.96635431]
 [148.52888155 132.53566737]
 [ 92.76343843 137.80619996]
 [162.70896826  94.30204793]
 [ 70.67487877  93.11133726]
 [166.91015255  37.84922653]
 [ 68.63491987  45.49317832]
 [131.56264572 247.75028835]
 [ 89.41049421 252.1497205 ]
 [138.82364842 324.69799346]
 [ 88.04849083 322.63237082]
 [147.97954315 395.60801528]
 [ 82.2468574  393.78726701]]"
76,"[[104.08620286 118.59701754]
 [114.0729953  108.02803728]
 [104.92480734 103.6959231 ]
 [128.67053669 112.23713281]
 [100.45527953 111.11453509]
 [148.58247775 132.51383153]
 [ 92.61953609 137.77159085]
 [162.65349951  94.28081717]
 [ 70.85551471  93.52587051]
 [166.86467029  37.82247673]
 [ 68.83948212  45.61139249]
 [131.47115258 247.90262189]
 [ 89.37079268 252.13196558]
 [138.80958931 324.64341319]
 [ 88.00895673 322.71042436]
 [147.86309396 395.70105869]
 [ 82.18670795 393.82526353]]"
77,"[[104.41770657 118.4890043 ]
 [114.36415492 108.000442  ]
 [105.07736339 103.76953584]
 [128.27947628 112.21781611]
 [100.20043035 110.46151611]
 [147.75956269 131.98580501]
 [ 92.36001287 137.77366861]
 [162.88569018  94.55348755]
 [ 69.57328086  92.87021979]
 [165.75066658  37.97031282]
 [ 68.70678308  45.91717167]
 [131.74501095 247.49265412]
 [ 89.36319437 252.03505676]
 [138.5487943  324.57697936]
 [ 87.85469073 322.68933038]
 [147.84887859 395.51293418]
 [ 82.09744736 393.83577944]]"
78,"[[107.83462995 116.64810516]
 [114.48948955 108.15885341]
 [101.88868401 107.25619766]
 [128.43631587 112.32776275]
 [100.23082695 110.40659356]
 [148.03586021 136.14216662]
 [ 97.41455546 135.01279234]
 [163.08673457  94.59089003]
 [ 69.86627238  93.44821035]
 [165.98335305  37.99757793]
 [ 68.6746912   46.15750687]
 [131.71842576 247.56010127]
 [ 87.59899524 255.6723826 ]
 [138.55811606 324.79442981]
 [ 85.06565183 330.49796831]
 [147.71941019 395.63619908]
 [ 82.10187151 393.88367296]]"
79,"[[104.55487974 117.27693674]
 [114.61843167 108.31535007]
 [105.54153682 103.15994196]
 [127.75303696 112.33754025]
 [ 99.75726945 109.86041564]
 [147.89816193 136.16613825]
 [ 91.3960596  138.03779861]
 [164.70464905  94.28980792]
 [ 69.37612817  91.60571948]
 [165.37179073  38.13838776]
 [ 67.56475117  46.48008774]
 [131.83201648 247.72364699]
 [ 89.32779771 251.97805093]
 [138.18041771 325.41769283]
 [ 85.31123155 330.58155403]
 [146.87334817 395.75701598]
 [ 82.05902747 393.86113532]]"
80,"[[105.00602663 117.87668611]
 [114.79119758 108.44903901]
 [105.25580593 103.22342837]
 [127.79688058 112.39241307]
 [ 99.43490458 109.83515162]
 [148.01149042 136.14980212]
 [ 91.32236516 137.84300287]
 [164.62215163  94.28425709]
 [ 69.4224914   92.49400496]
 [165.46735734  37.99998725]
 [ 67.59665113  46.44788796]
 [131.73106229 247.68410803]
 [ 89.22595274 252.03343766]
 [138.19646932 325.52707202]
 [ 88.3444401  323.63365526]
 [146.96977042 395.61196497]
 [ 82.04119094 393.61252223]]"
81,"[[105.61194731 118.31986561]
 [114.8965141  107.958406  ]
 [103.35653073 106.97874112]
 [126.98054876 111.95149507]
 [ 99.83337888 109.75395726]
 [147.07553209 131.03786883]
 [ 96.24997896 135.14529389]
 [165.81433589  95.10828045]
 [ 66.52706905  93.79593125]
 [164.65428883  37.78385991]
 [ 62.75212246  41.25498273]
 [131.5696173  247.79222005]
 [ 87.29910762 255.63637404]
 [138.23445906 326.20207578]
 [ 85.68258389 331.68221264]
 [146.43536577 396.38111137]
 [ 81.90764026 394.177476  ]]"
82,"[[105.47793282 118.32943105]
 [114.75168481 107.95730219]
 [103.33520033 106.92324594]
 [126.84224007 112.03001211]
 [ 99.69936306 109.73118339]
 [146.98135423 131.18287356]
 [ 96.13783463 135.11298358]
 [165.84756197  95.08850026]
 [ 66.38601118  94.37303929]
 [164.70210611  37.72905203]
 [ 62.87668492  41.45624107]
 [131.60667843 247.9137346 ]
 [ 87.29574369 255.76458053]
 [138.43265331 326.44180727]
 [ 85.64191427 331.63739708]
 [146.46023134 396.37120193]
 [ 82.02543022 394.03990714]]"
83,"[[106.58885348 115.45971817]
 [115.64526991 106.64074557]
 [104.61855971 105.33355269]
 [126.84577193 111.58019455]
 [ 99.62383205 108.62107054]
 [147.03601532 131.97300136]
 [ 97.35159918 136.02274503]
 [167.42374927  93.72018333]
 [ 63.33628526  96.49390954]
 [167.44693555  28.02523524]
 [ 67.91199957  50.02894808]
 [131.68274222 249.05573225]
 [ 87.51254348 256.42678573]
 [138.26989887 326.00266898]
 [ 85.36569139 331.2306475 ]
 [146.37804246 396.43599662]
 [ 81.9578752  394.05043687]]"
84,"[[106.6323699  115.0058708 ]
 [115.67925267 106.71440735]
 [104.81465551 105.31254782]
 [127.04348638 111.84219636]
 [ 99.85240957 108.79585676]
 [147.39886322 132.15164608]
 [ 97.43219873 135.91474284]
 [167.3261795   94.65804154]
 [ 63.40290067  96.54381313]
 [167.59760306  27.94940244]
 [ 68.11906477  49.89145141]
 [131.66276992 248.75234996]
 [ 87.4420477  256.34836816]
 [138.32360036 326.0773914 ]
 [ 85.4163315  331.26356842]
 [146.46967672 396.4758471 ]
 [ 81.84017787 394.10554592]]"
85,"[[108.93315747 117.92300474]
 [117.16926675 106.85472123]
 [106.03128287 104.88788582]
 [128.3328699  113.4567238 ]
 [101.21678699 108.96215717]
 [148.53906261 132.56880865]
 [ 96.58094023 135.10018268]
 [167.6576139   93.9415175 ]
 [ 61.65636878  95.05987474]
 [166.59595759  28.21974638]
 [ 68.66399368  47.72050203]
 [131.4591691  248.936129  ]
 [ 88.63612051 252.53735854]
 [137.97507312 326.37445372]
 [ 88.14733073 324.39417291]
 [146.32982201 396.75542769]
 [ 82.13491699 394.18711604]]"
86,"[[108.96374331 117.66086133]
 [117.31379917 106.79790604]
 [106.24274289 104.86404544]
 [128.44291577 113.60746137]
 [101.30348398 108.98175224]
 [148.24556164 132.79063256]
 [ 96.7887178  135.2355301 ]
 [167.35826671  94.45112184]
 [ 61.74998487  95.87632615]
 [166.58512746  28.57489452]
 [ 68.6620425   47.8968824 ]
 [131.50287545 248.61020492]
 [ 88.69272361 252.40237031]
 [137.92240953 326.27657095]
 [ 88.19608896 324.17580825]
 [146.36166932 396.57077486]
 [ 81.95523098 394.0976507 ]]"
87,"[[110.52107593 120.34102538]
 [117.13438937 107.38971253]
 [106.63874823 105.70817778]
 [128.4840452  113.23349215]
 [101.45717556 109.30078268]
 [147.21720604 132.4580939 ]
 [ 96.56915317 135.03669489]
 [169.63751198  95.1892966 ]
 [ 58.35797505 100.32703199]
 [166.950449    45.16289952]
 [ 67.42695222  52.60494876]
 [131.22990653 249.55131204]
 [ 88.54716704 252.52503288]
 [137.61770892 326.86505289]
 [ 88.2497518  323.48760336]
 [146.52784167 396.50499518]
 [ 81.84593946 393.81034896]]"
88,"[[110.58513975 120.28039451]
 [117.18033645 107.3775865 ]
 [106.60377223 105.74624545]
 [128.39526175 113.36538308]
 [101.42166511 109.41948452]
 [147.40047588 132.83755766]
 [ 96.5780621  135.22748154]
 [169.39681021  94.81681351]
 [ 58.38587802 100.53702896]
 [167.08299743  45.34724247]
 [ 67.25397406  53.04574588]
 [131.2782526  249.67963078]
 [ 88.54929723 252.65405031]
 [137.67452444 326.85435428]
 [ 88.36243256 323.55931309]
 [146.40517176 396.4969701 ]
 [ 81.84311531 393.81224436]]"
89,"[[109.43965649 115.41833518]
 [116.44843024 107.47853618]
 [105.48178853 105.97274018]
 [128.52009342 114.22300706]
 [100.09413158 111.32387516]
 [148.94755272 136.52697018]
 [ 98.16420856 136.8269882 ]
 [168.97968372  96.2385002 ]
 [ 57.78180324 106.18502006]
 [165.12113913  48.37895432]
 [ 65.22574958  56.57361066]
 [131.28745674 251.59391048]
 [ 86.49238711 257.73645976]
 [137.65322137 328.40272747]
 [ 85.42116414 331.99365317]
 [145.87957607 396.97053686]
 [ 82.2028925  393.61975848]]"
90,"[[109.87812669 115.2844107 ]
 [116.81546539 107.32092811]
 [105.68757028 105.7633117 ]
 [128.66053988 113.8218349 ]
 [100.06895813 111.67658703]
 [149.88193971 136.51910467]
 [ 98.58485157 141.38505626]
 [168.9052989   95.82802612]
 [ 58.65555432 107.5886631 ]
 [165.1261397   47.07093186]
 [ 63.57510149  58.07088148]
 [131.23372893 251.29963566]
 [ 92.31515301 265.58174588]
 [137.35418938 328.37709633]
 [ 85.99795703 332.19368752]
 [146.07755975 397.51774815]
 [ 82.09781121 394.11860239]]"
